fips,county,Month,Year,Med_Tax_Rev,Rec_Tax_Rev,Med_RemainderOfState_Counties,Rec_RemainderOfState_Counties,Med_Blank_Code,Rec_Blank_Code,ID
08067,La Plata,10,2014,19256,,,,,,102014La Plata
08083,Montezuma,10,2014,3497,,,,,,102014Montezuma
08107,Routt,10,2014,5495,,,,,,102014Routt
08001,Adams,9,2014,13510,,,,,,92014Adams
08005,Arapahoe,9,2014,32668,,,,,,92014Arapahoe
08013,Boulder,9,2014,79049,,,,,,92014Boulder
08015,Chaffee,9,2014,2607,,,,,,92014Chaffee
08019,Clear Creek,9,2014,2886,,,,,,92014Clear Creek
08031,Denver,9,2014,434878,,,,,,92014Denver
08037,Eagle,9,2014,6685,,,,,,92014Eagle
08041,El Paso,9,2014,177673,,,,,,92014El Paso
08043,Fremont,9,2014,6973,,,,,,92014Fremont
08045,Garfield,9,2014,14370,,,,,,92014Garfield
08047,Gilpin,9,2014,1179,,,,,,92014Gilpin
08059,Jefferson,9,2014,52806,,,,,,92014Jefferson
08067,La Plata,9,2014,16366,,,,,,92014La Plata
08069,Larimer,9,2014,32046,,,,,,92014Larimer
08083,Montezuma,9,2014,3669,,,,,,92014Montezuma
08097,Pitkin,9,2014,3356,,,,,,92014Pitkin
08101,Pueblo,9,2014,11639,,,,,,92014Pueblo
08107,Routt,9,2014,10693,,,,,,92014Routt
08113,San Miguel,9,2014,1299,,,,,,92014San Miguel
08117,Summit,9,2014,4790,,,,,,92014Summit
08123,Weld,9,2014,7631,,,,,,92014Weld
,Remainder of State,9,2014,19034,,"Alamosa, Archuleta, Costilla, Grand, Gunnison, Lake, Mesa, Moffat, Montrose, Ouray, Park, Saguache and Sedgwick",,,,92014Remainder of State
08013,Boulder,8,2014,71626,92421,,,,,82014Boulder
08019,Clear Creek,8,2014,3050,13876,,,,,82014Clear Creek
08031,Denver,8,2014,376061,395192,,,,,82014Denver
08045,Garfield,8,2014,11816,11386,,,,,82014Garfield
08047,Gilpin,8,2014,964,4192,,,,,82014Gilpin
08051,Gunnison,8,2014,,6326,,,,,82014Gunnison
08059,Jefferson,8,2014,46348,44949,,,,,82014Jefferson
08069,Larimer,8,2014,29607,34481,,,,,82014Larimer
08097,Pitkin,8,2014,4435,14460,,,,,82014Pitkin
08101,Pueblo,8,2014,16490,53501,,,,,82014Pueblo
08113,San Miguel,8,2014,1823,20475,,,,,82014San Miguel
08117,Summit,8,2014,5149,28848,,,,,82014Summit
08123,Weld,8,2014,9092,33072,,,,,82014Weld
,Remainder of State,8,2014,14232,67899,"Alamosa, Archuleta, Costilla, Grand, Gunnison, Lake, Mesa, Moffat, Montrose, Ouray, Park, Routt and Sedgwick","Adams, Eagle, Lake, Ouray, Park, Routt and Sedgwick.",,,82014Remainder of State
08001,Adams,8,2014,12684,,,,,,82014Adams
08005,Arapahoe,8,2014,31401,,,,,,82014Arapahoe
08015,Chaffee,8,2014,4228,,,,,,82014Chaffee
08037,Eagle,8,2014,3377,,,,,,82014Eagle
08041,El Paso,8,2014,168736,,,,,,82014El Paso
08043,Fremont,8,2014,7310,,,,,,82014Fremont
08067,La Plata,8,2014,16929,,,,,,82014La Plata
08083,Montezuma,8,2014,3354,,,,,,82014Montezuma
08013,Boulder,7,2014,63803,77019,,,,,72014Boulder
08019,Clear Creek,7,2014,2747,11442,,,,,72014Clear Creek
08031,Denver,7,2014,378415,366377,,,,,72014Denver
08045,Garfield,7,2014,11069,11409,,,,,72014Garfield
08047,Gilpin,7,2014,1269,5234,,,,,72014Gilpin
08059,Jefferson,7,2014,49197,40723,,,,,72014Jefferson
08097,Pitkin,7,2014,2363,9296,,,,,72014Pitkin
08101,Pueblo,7,2014,8823,50988,,,,,72014Pueblo
08113,San Miguel,7,2014,2035,9295,,,,,72014San Miguel
08117,Summit,7,2014,5031,19959,,,,,72014Summit
08123,Weld,7,2014,13084,22550,,,,,72014Weld
,Remainder of State,7,2014,20933,75816,"Alamosa, Archuleta, Costilla, Grand, Gunnison, Lake, Mesa, Moffat, Montrose, Ouray, Park, Routt and Sedgwick","Adams, Eagle, Gunnison, Lake, Larimer, Ouray, Park, Routt and Sedgwick.",,,72014Remainder of State
08001,Adams,7,2014,12144,,,,,,72014Adams
08005,Arapahoe,7,2014,28959,,,,,,72014Arapahoe
08015,Chaffee,7,2014,2939,,,,,,72014Chaffee
08037,Eagle,7,2014,3903,,,,,,72014Eagle
08041,El Paso,7,2014,158300,,,,,,72014El Paso
08043,Fremont,7,2014,11845,,,,,,72014Fremont
08067,La Plata,7,2014,16104,,,,,,72014La Plata
08069,Larimer,7,2014,32545,,,,,,72014Larimer
08083,Montezuma,7,2014,5352,,,,,,72014Montezuma
08013,Boulder,6,2014,75248,66999,,,,,62014Boulder
08019,Clear Creek,6,2014,2768,11848,,,,,62014Clear Creek
08031,Denver,6,2014,448749,330940,,,,,62014Denver
08045,Garfield,6,2014,14261,8462,,,,,62014Garfield
08047,Gilpin,6,2014,1298,3911,,,,,62014Gilpin
08059,Jefferson,6,2014,51392,40920,,,,,62014Jefferson
08097,Pitkin,6,2014,4027,5360,,,,,62014Pitkin
08101,Pueblo,6,2014,13263,41559,,,,,62014Pueblo
08113,San Miguel,6,2014,1863,7740,,,,,62014San Miguel
08117,Summit,6,2014,5659,31904,,,,,62014Summit
08123,Weld,6,2014,14504,20016,,,,,62014Weld
,Remainder of State,6,2014,16146,72464,"Alamosa, Archuleta, Costilla, Grand, Gunnison, Lake, Mesa, Moffat, Montrose, Ouray, Park, and Sedgwick.","Adams, Eagle, Gunnison, Lake, Larimer, Ouray, Park, and Routt.",,,62014Remainder of State
08001,Adams,6,2014,19753,,,,,,62014Adams
08005,Arapahoe,6,2014,29480,,,,,,62014Arapahoe
08015,Chaffee,6,2014,3066,,,,,,62014Chaffee
08037,Eagle,6,2014,5326,,,,,,62014Eagle
08041,El Paso,6,2014,161302,,,,,,62014El Paso
08043,Fremont,6,2014,4663,,,,,,62014Fremont
08067,La Plata,6,2014,15120,,,,,,62014La Plata
08069,Larimer,6,2014,30427,,,,,,62014Larimer
08083,Montezuma,6,2014,4176,,,,,,62014Montezuma
08107,Routt,6,2014,4761,,,,,,62014Routt
08013,Boulder,5,2014,88590,53566,,,,,52014Boulder
08019,Clear Creek,5,2014,2632,9153,,,,,52014Clear Creek
08031,Denver,5,2014,421106,384369,,,,,52014Denver
08047,Gilpin,5,2014,1214,3791,,,,,52014Gilpin
08059,Jefferson,5,2014,67475,39183,,,,,52014Jefferson
08097,Pitkin,5,2014,4325,6714,,,,,52014Pitkin
08101,Pueblo,5,2014,11468,32603,,,,,52014Pueblo
08113,San Miguel,5,2014,1429,6034,,,,,52014San Miguel
08117,Summit,5,2014,8120,22761,,,,,52014Summit
08123,Weld,5,2014,14716,14974,,,,,52014Weld
,Remainder of State,5,2014,19731,66580,"Alamosa, Archuleta, Chaffee, Costilla, Grand, Gunnison, Lake, Mesa, Moffat, Montrose, Ouray, Park, Saguache, Sedgwick, and Teller","Adams, Garfield, Gunnison, Lake, Larimer, Ouray, Park, and Routt.",,,52014Remainder of State
08001,Adams,5,2014,6351,,,,,,52014Adams
08005,Arapahoe,5,2014,38484,,,,,,52014Arapahoe
08037,Eagle,5,2014,8591,,,,,,52014Eagle
08041,El Paso,5,2014,144236,,,,,,52014El Paso
08043,Fremont,5,2014,5689,,,,,,52014Fremont
08045,Garfield,5,2014,10033,,,,,,52014Garfield
08067,La Plata,5,2014,22917,,,,,,52014La Plata
08069,Larimer,5,2014,35514,,,,,,52014Larimer
08083,Montezuma,5,2014,2134,,,,,,52014Montezuma
08107,Routt,5,2014,5227,,,,,,52014Routt
08013,Boulder,4,2014,94702,40136,,,,,42014Boulder
08019,Clear Creek,4,2014,3982,15972,,,,,42014Clear Creek
08031,Denver,4,2014,489964,295126,,,,,42014Denver
08047,Gilpin,4,2014,970,3968,,,,,42014Gilpin
08059,Jefferson,4,2014,57720,30120,,,,,42014Jefferson
08101,Pueblo,4,2014,14555,51330,,,,,42014Pueblo
08113,San Miguel,4,2014,3177,9620,,,,,42014San Miguel
08117,Summit,4,2014,6003,29054,,,,,42014Summit
,Remainder of State,4,2014,23768,94179,"Alamosa, Archuleta, Chaffee, Costilla, Gunnison, Lake, Mesa, Moffat, Montezuma, Montrose, Ouray, Park, Saguache, and Sedgwick.","Adams, Garfield, Gunnison, Lake, Ouray, Park, Pitkin, Routt, and Weld.",,,42014Remainder of State
08001,Adams,4,2014,13534,,,,,,42014Adams
08005,Arapahoe,4,2014,29504,,,,,,42014Arapahoe
08037,Eagle,4,2014,4867,,,,,,42014Eagle
08041,El Paso,4,2014,155230,,,,,,42014El Paso
08043,Fremont,4,2014,6589,,,,,,42014Fremont
08045,Garfield,4,2014,13101,,,,,,42014Garfield
08067,La Plata,4,2014,16639,,,,,,42014La Plata
08069,Larimer,4,2014,32081,,,,,,42014Larimer
08097,Pitkin,4,2014,11125,,,,,,42014Pitkin
08107,Routt,4,2014,5928,,,,,,42014Routt
08123,Weld,4,2014,16461,,,,,,42014Weld
08019,Clear Creek,3,2014,2845,12491,,,,,32014Clear Creek
08031,Denver,3,2014,483432,245709,,,,,32014Denver
08047,Gilpin,3,2014,918,6833,,,,,32014Gilpin
08059,Jefferson,3,2014,55944,24961,,,,,32014Jefferson
08101,Pueblo,3,2014,14683,15262,,,,,32014Pueblo
08113,San Miguel,3,2014,5016,5786,,,,,32014San Miguel
08117,Summit,3,2014,9343,31584,,,,,32014Summit
,Remainder of State,3,2014,16668,95627,"Alamosa, Archuleta, Chaffee, Costilla, Grand, Gunnison, Lake, Mesa, Moffat, Montrose, Ouray, Park, Saguache, Sedgwick, and Teller","Adams, Boulder, Garfield, Gunnison, Lake, Ouray, Park, Routt, and Weld",,,32014Remainder of State
08001,Adams,3,2014,14491,,,,,,32014Adams
08005,Arapahoe,3,2014,30854,,,,,,32014Arapahoe
08013,Boulder,3,2014,104687,,,,,,32014Boulder
08037,Eagle,3,2014,8289,,,,,,32014Eagle
08041,El Paso,3,2014,177929,,,,,,32014El Paso
08043,Fremont,3,2014,5063,,,,,,32014Fremont
08045,Garfield,3,2014,10626,,,,,,32014Garfield
08067,La Plata,3,2014,13041,,,,,,32014La Plata
08069,Larimer,3,2014,33897,,,,,,32014Larimer
08083,Montezuma,3,2014,2651,,,,,,32014Montezuma
08097,Pitkin,3,2014,2398,,,,,,32014Pitkin
08107,Routt,3,2014,9018,,,,,,32014Routt
08123,Weld,3,2014,20383,,,,,,32014Weld
08019,Clear Creek,2,2014,3952,12770,,,,,22014Clear Creek
08031,Denver,2,2014,442941,256756,,,,,22014Denver
08047,Gilpin,2,2014,1269,5380,,,,,22014Gilpin
08059,Jefferson,2,2014,54443,24416,,,,,22014Jefferson
08113,San Miguel,2,2014,2319,12121,,,,,22014San Miguel
08117,Summit,2,2014,7681,37274,,,,,22014Summit
,Remainder of State,2,2014,10067,67972,"Alamosa, Archuleta, Costilla, Grand, Lake, Mesa, Moffat, Montrose, Ouray, Park, Sedgwick, and Teller","Adams, Garfield, Lake, Park, Pueblo, Routt, and Weld.",,,22014Remainder of State
08001,Adams,2,2014,18254,,,,,,22014Adams
08005,Arapahoe,2,2014,25951,,,,,,22014Arapahoe
08013,Boulder,2,2014,97913,,,,,,22014Boulder
08015,Chaffee,2,2014,2338,,,,,,22014Chaffee
08037,Eagle,2,2014,4141,,,,,,22014Eagle
08041,El Paso,2,2014,141447,,,,,,22014El Paso
08043,Fremont,2,2014,4726,,,,,,22014Fremont
08045,Garfield,2,2014,16674,,,,,,22014Garfield
08051,Gunnison,2,2014,1992,,,,,,22014Gunnison
08067,La Plata,2,2014,13422,,,,,,22014La Plata
08069,Larimer,2,2014,21404,,,,,,22014Larimer
08083,Montezuma,2,2014,4266,,,,,,22014Montezuma
08097,Pitkin,2,2014,6999,,,,,,22014Pitkin
08101,Pueblo,2,2014,6249,,,,,,22014Pueblo
08107,Routt,2,2014,4171,,,,,,22014Routt
08123,Weld,2,2014,20901,,,,,,22014Weld
08001,Adams,9,2019,20297,,,,,,92019Adams
08003,Alamosa,9,2019,,,,,NR,,92019Alamosa
08005,Arapahoe,9,2019,26477,,,,,,92019Arapahoe
08013,Boulder,9,2019,35837,,,,,,92019Boulder
08015,Chaffee,9,2019,,,,,NR,,92019Chaffee
08019,Clear Creek,9,2019,,,,,NR,,92019Clear Creek
08029,Delta,9,2019,,,,,NR,,92019Delta
08031,Denver,9,2019,362152,,,,,,92019Denver
08037,Eagle,9,2019,2970,,,,,,92019Eagle
08041,El Paso,9,2019,308682,,,,,,92019El Paso
08043,Fremont,9,2019,,,,,NR,,92019Fremont
08045,Garfield,9,2019,2990,,,,,,92019Garfield
08049,Grand,9,2019,,,,,NR,,92019Grand
08059,Jefferson,9,2019,43135,,,,,,92019Jefferson
08067,La Plata,9,2019,,,,,NR,,92019La Plata
08069,Larimer,9,2019,22385,,,,,,92019Larimer
08071,Las Animas,9,2019,1558,,,,,,92019Las Animas
08077,Mesa,9,2019,,,,,NR,,92019Mesa
08081,Moffat,9,2019,,,,,NR,,92019Moffat
08083,Montezuma,9,2019,,,,,NR,,92019Montezuma
08085,Montrose,9,2019,,,,,NR,,92019Montrose
08087,Morgan,9,2019,,,,,NR,,92019Morgan
08089,Otero,9,2019,,,,,NR,,92019Otero
08093,Park,9,2019,,,,,NR,,92019Park
08097,Pitkin,9,2019,,,,,NR,,92019Pitkin
08101,Pueblo,9,2019,28451,,,,,,92019Pueblo
08107,Routt,9,2019,4263,,,,,,92019Routt
08113,San Miguel,9,2019,,,,,NR,,92019San Miguel
08115,Sedgwick,9,2019,,,,,NR,,92019Sedgwick
08117,Summit,9,2019,3486,,,,,,92019Summit
08123,Weld,9,2019,9856,,,,,,92019Weld
,Sum of NR Counties,9,2019,23362,,,,,,92019Sum of NR Counties
08001,Adams,10,2019,20498,,,,,,102019Adams
08003,Alamosa,10,2019,,,,,NR,,102019Alamosa
08005,Arapahoe,10,2019,23973,,,,,,102019Arapahoe
08013,Boulder,10,2019,32954,,,,,,102019Boulder
08015,Chaffee,10,2019,,,,,NR,,102019Chaffee
08019,Clear Creek,10,2019,331,,,,,,102019Clear Creek
08029,Delta,10,2019,,,,,NR,,102019Delta
08031,Denver,10,2019,352082,,,,,,102019Denver
08037,Eagle,10,2019,2603,,,,,,102019Eagle
08041,El Paso,10,2019,278351,,,,,,102019El Paso
08043,Fremont,10,2019,7840,,,,,,102019Fremont
08045,Garfield,10,2019,2960,,,,,,102019Garfield
08049,Grand,10,2019,,,,,NR,,102019Grand
08059,Jefferson,10,2019,36904,,,,,,102019Jefferson
08067,La Plata,10,2019,,,,,NR,,102019La Plata
08069,Larimer,10,2019,23181,,,,,,102019Larimer
08071,Las Animas,10,2019,732,,,,,,102019Las Animas
08077,Mesa,10,2019,,,,,NR,,102019Mesa
08081,Moffat,10,2019,,,,,NR,,102019Moffat
08083,Montezuma,10,2019,,,,,NR,,102019Montezuma
08085,Montrose,10,2019,,,,,NR,,102019Montrose
08087,Morgan,10,2019,,,,,NR,,102019Morgan
08089,Otero,10,2019,,,,,NR,,102019Otero
08093,Park,10,2019,,,,,NR,,102019Park
08097,Pitkin,10,2019,,,,,NR,,102019Pitkin
08101,Pueblo,10,2019,26742,,,,,,102019Pueblo
08107,Routt,10,2019,4308,,,,,,102019Routt
08113,San Miguel,10,2019,,,,,NR,,102019San Miguel
08115,Sedgwick,10,2019,,,,,NR,,102019Sedgwick
08117,Summit,10,2019,2209,,,,,,102019Summit
08123,Weld,10,2019,8978,,,,,,102019Weld
,Sum of NR Counties,10,2019,19639,,,,,,102019Sum of NR Counties
08001,Adams,11,2019,19152,,,,,,112019Adams
08003,Alamosa,11,2019,,,,,NR,,112019Alamosa
08005,Arapahoe,11,2019,26106,,,,,,112019Arapahoe
08013,Boulder,11,2019,33713,,,,,,112019Boulder
08015,Chaffee,11,2019,,,,,NR,,112019Chaffee
08019,Clear Creek,11,2019,,,,,NR,,112019Clear Creek
08029,Delta,11,2019,,,,,NR,,112019Delta
08031,Denver,11,2019,338064,,,,,,112019Denver
08037,Eagle,11,2019,2610,,,,,,112019Eagle
08041,El Paso,11,2019,263194,,,,,,112019El Paso
08043,Fremont,11,2019,,,,,NR,,112019Fremont
08045,Garfield,11,2019,2413,,,,,,112019Garfield
08049,Grand,11,2019,,,,,NR,,112019Grand
08059,Jefferson,11,2019,33383,,,,,,112019Jefferson
08067,La Plata,11,2019,,,,,NR,,112019La Plata
08069,Larimer,11,2019,19621,,,,,,112019Larimer
08071,Las Animas,11,2019,674,,,,,,112019Las Animas
08077,Mesa,11,2019,,,,,NR,,112019Mesa
08081,Moffat,11,2019,,,,,NR,,112019Moffat
08083,Montezuma,11,2019,,,,,NR,,112019Montezuma
08085,Montrose,11,2019,,,,,NR,,112019Montrose
08087,Morgan,11,2019,,,,,NR,,112019Morgan
08089,Otero,11,2019,,,,,NR,,112019Otero
08093,Park,11,2019,,,,,NR,,112019Park
08097,Pitkin,11,2019,,,,,NR,,112019Pitkin
08101,Pueblo,11,2019,22045,,,,,,112019Pueblo
08107,Routt,11,2019,4478,,,,,,112019Routt
08113,San Miguel,11,2019,,,,,NR,,112019San Miguel
08115,Sedgwick,11,2019,,,,,NR,,112019Sedgwick
08117,Summit,11,2019,2063,,,,,,112019Summit
08123,Weld,11,2019,8923,,,,,,112019Weld
,Sum of NR Counties,11,2019,22938,,,,,,112019Sum of NR Counties
08079,Mineral,11,2019,,,,,,,112019Mineral
08119,Teller,11,2019,,,,,,,112019Teller
08027,Custer,11,2019,,,,,,,112019Custer
08023,Costilla,11,2019,,,,,,,112019Costilla
08033,Dolores,11,2019,,,,,,,112019Dolores
08009,Baca,11,2019,,,,,,,112019Baca
08109,Saguache,11,2019,,,,,,,112019Saguache
08061,Kiowa,11,2019,,,,,,,112019Kiowa
08091,Ouray,11,2019,,,,,,,112019Ouray
08065,Lake,11,2019,,,,,,,112019Lake
08017,Cheyenne,11,2019,,,,,,,112019Cheyenne
08099,Prowers,11,2019,,,,,,,112019Prowers
08053,Hinsdale,11,2019,,,,,,,112019Hinsdale
08095,Phillips,11,2019,,,,,,,112019Phillips
08007,Archuleta,11,2019,,,,,,,112019Archuleta
08111,San Juan,11,2019,,,,,,,112019San Juan
08075,Logan,11,2019,,,,,,,112019Logan
08063,Kit Carson,11,2019,,,,,,,112019Kit Carson
08039,Elbert,11,2019,,,,,,,112019Elbert
08021,Conejos,11,2019,,,,,,,112019Conejos
08014,Broomfield,11,2019,,,,,,,112019Broomfield
08121,Washington,11,2019,,,,,,,112019Washington
08011,Bent,11,2019,,,,,,,112019Bent
08105,Rio Grande,11,2019,,,,,,,112019Rio Grande
08055,Huerfano,11,2019,,,,,,,112019Huerfano
08073,Lincoln,11,2019,,,,,,,112019Lincoln
08051,Gunnison,11,2019,,,,,,,112019Gunnison
08047,Gilpin,11,2019,,,,,,,112019Gilpin
08025,Crowley,11,2019,,,,,,,112019Crowley
08103,Rio Blanco,11,2019,,,,,,,112019Rio Blanco
08125,Yuma,11,2019,,,,,,,112019Yuma
08035,Douglas,11,2019,,,,,,,112019Douglas
08057,Jackson,11,2019,,,,,,,112019Jackson
08095,Phillips,1,2020,,,,,,,12020Phillips
08035,Douglas,1,2020,,,,,,,12020Douglas
08077,Mesa,1,2020,,,,,NR,,12020Mesa
08067,La Plata,1,2020,,,,,NR,,12020La Plata
08079,Mineral,1,2020,,,,,,,12020Mineral
08014,Broomfield,1,2020,,,,,,,12020Broomfield
08049,Grand,1,2020,,,,,NR,,12020Grand
08065,Lake,1,2020,,,,,,,12020Lake
08033,Dolores,1,2020,,,,,,,12020Dolores
08109,Saguache,1,2020,,,,,,,12020Saguache
08081,Moffat,1,2020,,,,,NR,,12020Moffat
08055,Huerfano,1,2020,,,,,,,12020Huerfano
08073,Lincoln,1,2020,,,,,,,12020Lincoln
08021,Conejos,1,2020,,,,,,,12020Conejos
08017,Cheyenne,1,2020,,,,,,,12020Cheyenne
08009,Baca,1,2020,,,,,,,12020Baca
08091,Ouray,1,2020,,,,,,,12020Ouray
08105,Rio Grande,1,2020,,,,,,,12020Rio Grande
08003,Alamosa,1,2020,,,,,NR,,12020Alamosa
08113,San Miguel,1,2020,,,,,NR,,12020San Miguel
08063,Kit Carson,1,2020,,,,,,,12020Kit Carson
08121,Washington,1,2020,,,,,,,12020Washington
08061,Kiowa,1,2020,,,,,,,12020Kiowa
08125,Yuma,1,2020,,,,,,,12020Yuma
08039,Elbert,1,2020,,,,,,,12020Elbert
08115,Sedgwick,1,2020,,,,,NR,,12020Sedgwick
08111,San Juan,1,2020,,,,,,,12020San Juan
08007,Archuleta,1,2020,,,,,,,12020Archuleta
08029,Delta,1,2020,,,,,NR,,12020Delta
08043,Fremont,1,2020,,,,,NR,,12020Fremont
08085,Montrose,1,2020,,,,,NR,,12020Montrose
08047,Gilpin,1,2020,,,,,,,12020Gilpin
08019,Clear Creek,1,2020,,,,,NR,,12020Clear Creek
08089,Otero,1,2020,,,,,NR,,12020Otero
08093,Park,1,2020,,,,,NR,,12020Park
08075,Logan,1,2020,,,,,,,12020Logan
08027,Custer,1,2020,,,,,,,12020Custer
08011,Bent,1,2020,,,,,,,12020Bent
08099,Prowers,1,2020,,,,,,,12020Prowers
08053,Hinsdale,1,2020,,,,,,,12020Hinsdale
08023,Costilla,1,2020,,,,,,,12020Costilla
08103,Rio Blanco,1,2020,,,,,,,12020Rio Blanco
08015,Chaffee,1,2020,,,,,NR,,12020Chaffee
08025,Crowley,1,2020,,,,,,,12020Crowley
08057,Jackson,1,2020,,,,,,,12020Jackson
08083,Montezuma,1,2020,,,,,NR,,12020Montezuma
08119,Teller,1,2020,,,,,,,12020Teller
08051,Gunnison,1,2020,,,,,,,12020Gunnison
08087,Morgan,1,2020,,,,,NR,,12020Morgan
08014,Broomfield,12,2019,,,,,,,122019Broomfield
08093,Park,12,2019,,,,,NR,,122019Park
08121,Washington,12,2019,,,,,,,122019Washington
08043,Fremont,12,2019,,,,,NR,,122019Fremont
08083,Montezuma,12,2019,,,,,NR,,122019Montezuma
08109,Saguache,12,2019,,,,,,,122019Saguache
08075,Logan,12,2019,,,,,,,122019Logan
08073,Lincoln,12,2019,,,,,,,122019Lincoln
08119,Teller,12,2019,,,,,,,122019Teller
08091,Ouray,12,2019,,,,,,,122019Ouray
08071,Las Animas,12,2019,782,,,,,,122019Las Animas
08117,Summit,12,2019,1752,,,,,,122019Summit
08031,Denver,12,2019,328858,,,,,,122019Denver
08051,Gunnison,12,2019,,,,,,,122019Gunnison
08077,Mesa,12,2019,,,,,NR,,122019Mesa
08045,Garfield,12,2019,3097,,,,,,122019Garfield
08089,Otero,12,2019,,,,,NR,,122019Otero
08047,Gilpin,12,2019,,,,,,,122019Gilpin
08087,Morgan,12,2019,,,,,NR,,122019Morgan
08025,Crowley,12,2019,,,,,,,122019Crowley
08101,Pueblo,12,2019,21702,,,,,,122019Pueblo
08081,Moffat,12,2019,,,,,NR,,122019Moffat
08017,Cheyenne,12,2019,,,,,,,122019Cheyenne
08041,El Paso,12,2019,250347,,,,,,122019El Paso
08055,Huerfano,12,2019,,,,,,,122019Huerfano
08057,Jackson,12,2019,,,,,,,122019Jackson
08063,Kit Carson,12,2019,,,,,,,122019Kit Carson
08103,Rio Blanco,12,2019,,,,,,,122019Rio Blanco
08099,Prowers,12,2019,,,,,,,122019Prowers
08035,Douglas,12,2019,,,,,,,122019Douglas
08023,Costilla,12,2019,,,,,,,122019Costilla
08049,Grand,12,2019,,,,,NR,,122019Grand
08105,Rio Grande,12,2019,,,,,,,122019Rio Grande
08111,San Juan,12,2019,,,,,,,122019San Juan
08019,Clear Creek,12,2019,,,,,NR,,122019Clear Creek
08085,Montrose,12,2019,,,,,NR,,122019Montrose
08125,Yuma,12,2019,,,,,,,122019Yuma
08029,Delta,12,2019,,,,,NR,,122019Delta
08067,La Plata,12,2019,,,,,NR,,122019La Plata
08069,Larimer,12,2019,27848,,,,,,122019Larimer
08013,Boulder,12,2019,34197,,,,,,122019Boulder
08107,Routt,12,2019,4351,,,,,,122019Routt
08009,Baca,12,2019,,,,,,,122019Baca
08003,Alamosa,12,2019,,,,,NR,,122019Alamosa
08059,Jefferson,12,2019,37553,,,,,,122019Jefferson
08061,Kiowa,12,2019,,,,,,,122019Kiowa
,Sum of NR Counties,12,2019,23352,,,,,,122019Sum of NR Counties
08007,Archuleta,12,2019,,,,,,,122019Archuleta
08011,Bent,12,2019,,,,,,,122019Bent
08123,Weld,12,2019,8821,,,,,,122019Weld
08039,Elbert,12,2019,,,,,,,122019Elbert
08097,Pitkin,12,2019,,,,,NR,,122019Pitkin
08037,Eagle,12,2019,2494,,,,,,122019Eagle
08021,Conejos,12,2019,,,,,,,122019Conejos
08005,Arapahoe,12,2019,22680,,,,,,122019Arapahoe
08027,Custer,12,2019,,,,,,,122019Custer
08079,Mineral,12,2019,,,,,,,122019Mineral
08113,San Miguel,12,2019,,,,,NR,,122019San Miguel
08065,Lake,12,2019,,,,,,,122019Lake
08053,Hinsdale,12,2019,,,,,,,122019Hinsdale
08015,Chaffee,12,2019,,,,,NR,,122019Chaffee
08033,Dolores,12,2019,,,,,,,122019Dolores
08095,Phillips,12,2019,,,,,,,122019Phillips
08001,Adams,12,2019,19222,,,,,,122019Adams
08115,Sedgwick,12,2019,,,,,NR,,122019Sedgwick
08069,Larimer,1,2020,22888,,,,,,12020Larimer
,Sum of NR Counties,1,2020,25519,,,,,,12020Sum of NR Counties
08045,Garfield,1,2020,4081,,,,,,12020Garfield
08001,Adams,1,2020,19848,,,,,,12020Adams
08071,Las Animas,1,2020,762,,,,,,12020Las Animas
08123,Weld,1,2020,8826,,,,,,12020Weld
08117,Summit,1,2020,,,,,NR,,12020Summit
08031,Denver,1,2020,332252,,,,,,12020Denver
08101,Pueblo,1,2020,24781,,,,,,12020Pueblo
08005,Arapahoe,1,2020,26176,,,,,,12020Arapahoe
08059,Jefferson,1,2020,52654,,,,,,12020Jefferson
08041,El Paso,1,2020,504474,,,,,,12020El Paso
08037,Eagle,1,2020,3973,,,,,,12020Eagle
08107,Routt,1,2020,4310,,,,,,12020Routt
08097,Pitkin,1,2020,2048,,,,,,12020Pitkin
08013,Boulder,1,2020,35498,,,,,,12020Boulder
08003,Alamosa,2,2020,,,,,NR,,22020Alamosa
08023,Costilla,2,2020,,,,,,,22020Costilla
08111,San Juan,2,2020,,,,,,,22020San Juan
08069,Larimer,2,2020,21136,,,,,,22020Larimer
08087,Morgan,2,2020,,,,,NR,,22020Morgan
08019,Clear Creek,2,2020,,,,,NR,,22020Clear Creek
08079,Mineral,2,2020,,,,,,,22020Mineral
08107,Routt,2,2020,4282,,,,,,22020Routt
08047,Gilpin,2,2020,,,,,,,22020Gilpin
08085,Montrose,2,2020,,,,,NR,,22020Montrose
08113,San Miguel,2,2020,,,,,NR,,22020San Miguel
08045,Garfield,2,2020,2051,,,,,,22020Garfield
08071,Las Animas,2,2020,745,,,,,,22020Las Animas
08049,Grand,2,2020,,,,,NR,,22020Grand
08075,Logan,2,2020,,,,,,,22020Logan
08125,Yuma,2,2020,,,,,,,22020Yuma
08073,Lincoln,2,2020,,,,,,,22020Lincoln
08035,Douglas,2,2020,,,,,,,22020Douglas
08041,El Paso,2,2020,236843,,,,,,22020El Paso
08063,Kit Carson,2,2020,,,,,,,22020Kit Carson
08067,La Plata,2,2020,,,,,NR,,22020La Plata
08009,Baca,2,2020,,,,,,,22020Baca
08059,Jefferson,2,2020,37797,,,,,,22020Jefferson
08097,Pitkin,2,2020,,,,,NR,,22020Pitkin
08053,Hinsdale,2,2020,,,,,,,22020Hinsdale
08109,Saguache,2,2020,,,,,,,22020Saguache
08029,Delta,2,2020,,,,,NR,,22020Delta
