county,Month,Year,Med_Sales,Rec_Sales,Med_Blank_Code,Rec_Blank_Code,ID
Logan,8,2016,,,NL,NL,82016Logan
Lincoln,8,2016,,,NL,NL,82016Lincoln
Las Animas,8,2016,,2193813,NR,,82016Las Animas
Larimer,8,2016,1416132,4318202,,,82016Larimer
Lake,8,2016,,297877,NL,,82016Lake
La Plata,8,2016,447191,2212954,,,82016La Plata
Kit Carson,8,2016,,,NL,NL,82016Kit Carson
Kiowa,8,2016,,,NL,NL,82016Kiowa
Jefferson,8,2016,1704885,4468831,,,82016Jefferson
Jackson,8,2016,,,NL,NL,82016Jackson
Huerfano,8,2016,,,NL,NR,82016Huerfano
Hinsdale,8,2016,,,NL,NL,82016Hinsdale
Gunnison,8,2016,,477649,NR,,82016Gunnison
Grand,8,2016,,401001,NR,,82016Grand
Gilpin,8,2016,,284116,NR,,82016Gilpin
Garfield,8,2016,492910,1712513,,,82016Garfield
Fremont,8,2016,241413,,,NL,82016Fremont
Elbert,8,2016,,,NL,NL,82016Elbert
El Paso,8,2016,9379173,,,NR,82016El Paso
Eagle,8,2016,207938,1120217,,,82016Eagle
Douglas,8,2016,,,NL,NL,82016Douglas
Dolores,8,2016,,,NL,NL,82016Dolores
Denver,8,2016,20203873,27642402,,,82016Denver
Delta,8,2016,,,NL,NL,82016Delta
Custer,8,2016,,,NL,NL,82016Custer
Crowley,8,2016,,,NL,NL,82016Crowley
Costilla,8,2016,,369689,NR,,82016Costilla
Conejos,8,2016,,424132,NL,,82016Conejos
Clear Creek,8,2016,90213,660536,,,82016Clear Creek
Cheyenne,8,2016,,,NL,NL,82016Cheyenne
Chaffee,8,2016,,,NR,NR,82016Chaffee
Broomfield,8,2016,,,NL,NL,82016Broomfield
Boulder,8,2016,2346058,6420613,,,82016Boulder
Bent,8,2016,,,NL,NL,82016Bent
Baca,8,2016,,,NL,NL,82016Baca
Archuleta,8,2016,,,NR,NR,82016Archuleta
Arapahoe,8,2016,1587942,9084765,,,82016Arapahoe
Alamosa,8,2016,,,NR,NL,82016Alamosa
Adams,8,2016,405729,4444010,,,82016Adams
Yuma,7,2016,,,NL,NL,72016Yuma
Weld,7,2016,335697,2381224,,,72016Weld
Washington,7,2016,,,NL,NL,72016Washington
Teller,7,2016,,,NR,NL,72016Teller
Summit,7,2016,170367,1760408,,,72016Summit
Sedgwick,7,2016,,,NR,NR,72016Sedgwick
San Miguel,7,2016,43759,446217,,,72016San Miguel
San Juan,7,2016,,,NL,NR,72016San Juan
Saguache,7,2016,,,NL,NR,72016Saguache
Routt,7,2016,157223,882414,,,72016Routt
Rio Grande,7,2016,,,NL,NL,72016Rio Grande
Rio Blanco,7,2016,,,NL,NL,72016Rio Blanco
Pueblo,7,2016,1351605,2995085,,,72016Pueblo
Prowers,7,2016,,,NL,NL,72016Prowers
Pitkin,7,2016,97253,1062245,,,72016Pitkin
Phillips,7,2016,,,NL,NL,72016Phillips
Park,7,2016,,381198,NR,,72016Park
Ouray,7,2016,,505470,NR,,72016Ouray
Otero,7,2016,,,NL,NL,72016Otero
Morgan,7,2016,,634140,NR,,72016Morgan
Montrose,7,2016,,,NR,NL,72016Montrose
Montezuma,7,2016,104162,1187679,,,72016Montezuma
Moffat,7,2016,,,NR,NL,72016Moffat
Mineral,7,2016,,,NL,NL,72016Mineral
Mesa,7,2016,,,NR,NR,72016Mesa
Logan,7,2016,,,NL,NL,72016Logan
Lincoln,7,2016,,,NL,NL,72016Lincoln
Las Animas,7,2016,,2179979,NR,,72016Las Animas
Larimer,7,2016,1355537,4181160,,,72016Larimer
Lake,7,2016,,274691,NL,,72016Lake
La Plata,7,2016,429948,2306604,,,72016La Plata
Kit Carson,7,2016,,,NL,NL,72016Kit Carson
Kiowa,7,2016,,,NL,NL,72016Kiowa
Jefferson,7,2016,1706015,4318330,,,72016Jefferson
Jackson,7,2016,,,NL,NL,72016Jackson
Huerfano,7,2016,,,NL,NR,72016Huerfano
Hinsdale,7,2016,,,NL,NL,72016Hinsdale
Gunnison,7,2016,,459794,NR,,72016Gunnison
Grand,7,2016,,381080,NR,,72016Grand
Gilpin,7,2016,,267260,NR,,72016Gilpin
Garfield,7,2016,443929,1628885,,,72016Garfield
Fremont,7,2016,229800,,,NL,72016Fremont
Elbert,7,2016,,,NL,NL,72016Elbert
El Paso,7,2016,9016410,,,NR,72016El Paso
Eagle,7,2016,203569,1111856,,,72016Eagle
Douglas,7,2016,,,NL,NL,72016Douglas
Dolores,7,2016,,,NL,NL,72016Dolores
Denver,7,2016,19516909,25938973,,,72016Denver
Delta,7,2016,,,NL,NL,72016Delta
Custer,7,2016,,,NL,NL,72016Custer
Crowley,7,2016,,,NL,NL,72016Crowley
Costilla,7,2016,,383906,NR,,72016Costilla
Conejos,7,2016,,436196,NL,,72016Conejos
Clear Creek,7,2016,69153,672704,,,72016Clear Creek
Cheyenne,7,2016,,,NL,NL,72016Cheyenne
Chaffee,7,2016,,,NR,NR,72016Chaffee
Broomfield,7,2016,,,NL,NL,72016Broomfield
Boulder,7,2016,2288359,6365624,,,72016Boulder
Bent,7,2016,,,NL,NL,72016Bent
Baca,7,2016,,,NL,NL,72016Baca
Archuleta,7,2016,,,NR,NR,72016Archuleta
Arapahoe,7,2016,1544755,8738376,,,72016Arapahoe
Alamosa,7,2016,,,NR,NL,72016Alamosa
Adams,7,2016,407856,4154813,,,72016Adams
Yuma,6,2016,,,NL,NL,62016Yuma
Weld,6,2016,301573,2024804,,,62016Weld
Washington,6,2016,,,NL,NL,62016Washington
Teller,6,2016,,,NR,NL,62016Teller
Summit,6,2016,153626,1253529,,,62016Summit
Sedgwick,6,2016,,,NR,NR,62016Sedgwick
San Miguel,6,2016,43855,329083,,,62016San Miguel
San Juan,6,2016,,,NL,NR,62016San Juan
Saguache,6,2016,,,NL,NR,62016Saguache
Routt,6,2016,140614,649366,,,62016Routt
Rio Grande,6,2016,,,NL,NL,62016Rio Grande
Rio Blanco,6,2016,,,NL,NL,62016Rio Blanco
Pueblo,6,2016,1386239,2365115,,,62016Pueblo
Prowers,6,2016,,,NL,NL,62016Prowers
Pitkin,6,2016,94197,673427,,,62016Pitkin
Phillips,6,2016,,,NL,NL,62016Phillips
Park,6,2016,,299449,NR,,62016Park
Ouray,6,2016,,,NR,NR,62016Ouray
Otero,6,2016,,,NL,NL,62016Otero
Morgan,6,2016,,549251,NR,,62016Morgan
Montrose,6,2016,,,NR,NL,62016Montrose
Montezuma,6,2016,96553,914168,,,62016Montezuma
Moffat,6,2016,,,NR,NL,62016Moffat
Mineral,6,2016,,,NL,NL,62016Mineral
Mesa,6,2016,,,NR,NR,62016Mesa
Logan,6,2016,,,NL,NL,62016Logan
Lincoln,6,2016,,,NL,NL,62016Lincoln
Las Animas,6,2016,,1622815,NR,,62016Las Animas
Larimer,6,2016,1222737,3648840,,,62016Larimer
Lake,6,2016,,206574,NL,,62016Lake
La Plata,6,2016,441148,1939519,,,62016La Plata
Kit Carson,6,2016,,,NL,NL,62016Kit Carson
Kiowa,6,2016,,,NL,NL,62016Kiowa
Jefferson,6,2016,1538630,3753947,,,62016Jefferson
Jackson,6,2016,,,NL,NL,62016Jackson
Huerfano,6,2016,,,NL,NR,62016Huerfano
Hinsdale,6,2016,,,NL,NL,62016Hinsdale
Gunnison,6,2016,,479935,NR,,62016Gunnison
Grand,6,2016,,261059,NR,,62016Grand
Gilpin,6,2016,,243952,NR,,62016Gilpin
Garfield,6,2016,426581,1333408,,,62016Garfield
Fremont,6,2016,212028,,,NL,62016Fremont
Elbert,6,2016,,,NL,NL,62016Elbert
El Paso,6,2016,8443101,,,NR,62016El Paso
Eagle,6,2016,211161,842569,,,62016Eagle
Douglas,6,2016,,,NL,NL,62016Douglas
Dolores,6,2016,,,NL,NL,62016Dolores
Denver,6,2016,18632737,21841675,,,62016Denver
Delta,6,2016,,,NL,NL,62016Delta
Custer,6,2016,,,NL,NL,62016Custer
Crowley,6,2016,,,NL,NL,62016Crowley
Costilla,6,2016,,265269,NR,,62016Costilla
Conejos,6,2016,,332403,NL,,62016Conejos
Clear Creek,6,2016,68418,553669,,,62016Clear Creek
Cheyenne,6,2016,,,NL,NL,62016Cheyenne
Chaffee,6,2016,,455848,NR,,62016Chaffee
Broomfield,6,2016,,,NL,NL,62016Broomfield
Boulder,6,2016,2271053,5541278,,,62016Boulder
Bent,6,2016,,,NL,NL,62016Bent
Baca,6,2016,,,NL,NL,62016Baca
Archuleta,6,2016,,,NR,NR,62016Archuleta
Arapahoe,6,2016,1485581,7565406,,,62016Arapahoe
Alamosa,6,2016,,,NR,NL,62016Alamosa
Adams,6,2016,379841,3434567,,,62016Adams
Yuma,5,2016,,,NL,NL,52016Yuma
Weld,5,2016,360773,2043048,,,52016Weld
Washington,5,2016,,,NL,NL,52016Washington
Teller,5,2016,,,NR,NL,52016Teller
Summit,5,2016,161710,991298,,,52016Summit
Sedgwick,5,2016,,,NR,NR,52016Sedgwick
San Miguel,5,2016,37042,157740,,,52016San Miguel
San Juan,5,2016,,,NL,NR,52016San Juan
Saguache,5,2016,,,NL,NR,52016Saguache
Routt,5,2016,,514632,NR,,52016Routt
Rio Grande,5,2016,,,NL,NL,52016Rio Grande
Rio Blanco,5,2016,,,NL,NL,52016Rio Blanco
Pueblo,5,2016,1262557,2184317,,,52016Pueblo
Prowers,5,2016,,,NL,NL,52016Prowers
Pitkin,5,2016,80601,392581,,,52016Pitkin
Phillips,5,2016,,,NL,NL,52016Phillips
Park,5,2016,,237775,NR,,52016Park
Ouray,5,2016,,325887,NR,,52016Ouray
Otero,5,2016,,,NL,NL,52016Otero
Morgan,5,2016,,543167,NR,,52016Morgan
Montrose,5,2016,,,NR,NL,52016Montrose
Montezuma,5,2016,100642,842550,,,52016Montezuma
Moffat,5,2016,,,NR,NL,52016Moffat
Mineral,5,2016,,,NL,NL,52016Mineral
Mesa,5,2016,,,NR,NR,52016Mesa
Logan,5,2016,,,NL,NL,52016Logan
Lincoln,5,2016,,,NL,NL,52016Lincoln
Las Animas,5,2016,,1456567,NR,,52016Las Animas
Larimer,5,2016,1292029,3465166,,,52016Larimer
Lake,5,2016,,147684,NL,,52016Lake
La Plata,5,2016,400259,1740113,,,52016La Plata
Kit Carson,5,2016,,,NL,NL,52016Kit Carson
Kiowa,5,2016,,,NL,NL,52016Kiowa
Jefferson,5,2016,1679965,3572041,,,52016Jefferson
Jackson,5,2016,,,NL,NL,52016Jackson
Huerfano,5,2016,,,NL,NR,52016Huerfano
Hinsdale,5,2016,,,NL,NL,52016Hinsdale
Gunnison,5,2016,,344705,NR,,52016Gunnison
Grand,5,2016,,189787,NR,,52016Grand
Gilpin,5,2016,,225826,NR,,52016Gilpin
Garfield,5,2016,526740,1210134,,,52016Garfield
Fremont,5,2016,207499,,,NL,52016Fremont
Elbert,5,2016,,,NL,NL,52016Elbert
El Paso,5,2016,8343490,,,NR,52016El Paso
Eagle,5,2016,194685,650881,,,52016Eagle
Douglas,5,2016,,,NL,NL,52016Douglas
Dolores,5,2016,,,NL,NL,52016Dolores
Denver,5,2016,17833330,21615189,,,52016Denver
Delta,5,2016,,,NL,NL,52016Delta
Custer,5,2016,,,NL,NL,52016Custer
Crowley,5,2016,,,NL,NL,52016Crowley
Costilla,5,2016,,223862,NR,,52016Costilla
Conejos,5,2016,,257716,NL,,52016Conejos
Clear Creek,5,2016,83258,452848,,,52016Clear Creek
Cheyenne,5,2016,,,NL,NL,52016Cheyenne
Chaffee,5,2016,,333276,NR,,52016Chaffee
Broomfield,5,2016,,,NL,NL,52016Broomfield
Boulder,5,2016,2436555,5315292,,,52016Boulder
Bent,5,2016,,,NL,NL,52016Bent
Baca,5,2016,,,NL,NL,52016Baca
Archuleta,5,2016,,,NR,NR,52016Archuleta
Arapahoe,5,2016,1511924,7426175,,,52016Arapahoe
Alamosa,5,2016,,,NR,NL,52016Alamosa
Adams,5,2016,391906,3360096,,,52016Adams
Yuma,4,2016,,,NL,NL,42016Yuma
Weld,4,2016,425780,2029498,,,42016Weld
Washington,4,2016,,,NL,NL,42016Washington
Teller,4,2016,,,NR,NL,42016Teller
Summit,4,2016,201583,1391044,,,42016Summit
Sedgwick,4,2016,,,NR,NR,42016Sedgwick
San Miguel,4,2016,44771,138111,,,42016San Miguel
San Juan,4,2016,,,NL,NR,42016San Juan
Saguache,4,2016,,,NL,NR,42016Saguache
Routt,4,2016,188783,550366,,,42016Routt
Rio Grande,4,2016,,,NL,NL,42016Rio Grande
Rio Blanco,4,2016,,,NL,NL,42016Rio Blanco
Pueblo,4,2016,1248985,2069169,,,42016Pueblo
Prowers,4,2016,,,NL,NL,42016Prowers
Pitkin,4,2016,88482,501414,,,42016Pitkin
Phillips,4,2016,,,NL,NL,42016Phillips
Park,4,2016,,199423,NR,,42016Park
Ouray,4,2016,,,NR,NR,42016Ouray
Otero,4,2016,,,NL,NL,42016Otero
Morgan,4,2016,,,NR,NR,42016Morgan
Montrose,4,2016,,,NR,NL,42016Montrose
Montezuma,4,2016,114171,727306,,,42016Montezuma
Moffat,4,2016,,,NR,NL,42016Moffat
Mineral,4,2016,,,NL,NL,42016Mineral
Mesa,4,2016,,,NR,NR,42016Mesa
Logan,4,2016,,,NL,NL,42016Logan
Lincoln,4,2016,,,NL,NL,42016Lincoln
Las Animas,4,2016,,1258520,NR,,42016Las Animas
Larimer,4,2016,1388304,3233416,,,42016Larimer
Lake,4,2016,,,NL,NR,42016Lake
La Plata,4,2016,410448,1598561,,,42016La Plata
Kit Carson,4,2016,,,NL,NL,42016Kit Carson
Kiowa,4,2016,,,NL,NL,42016Kiowa
Jefferson,4,2016,1727954,3572554,,,42016Jefferson
Jackson,4,2016,,,NL,NL,42016Jackson
Huerfano,4,2016,,,NL,NR,42016Huerfano
Hinsdale,4,2016,,,NL,NL,42016Hinsdale
Gunnison,4,2016,,325678,NR,,42016Gunnison
Grand,4,2016,,233601,NR,,42016Grand
Gilpin,4,2016,,190800,NR,,42016Gilpin
Garfield,4,2016,468925,1153014,,,42016Garfield
Fremont,4,2016,217581,,,NL,42016Fremont
Elbert,4,2016,,,NL,NL,42016Elbert
El Paso,4,2016,8357949,,,NR,42016El Paso
Eagle,4,2016,231691,820436,,,42016Eagle
Douglas,4,2016,,,NL,NL,42016Douglas
Dolores,4,2016,,,NL,NL,42016Dolores
Denver,4,2016,17690729,22606396,,,42016Denver
Delta,4,2016,,,NL,NL,42016Delta
Custer,4,2016,,,NL,NL,42016Custer
Crowley,4,2016,,,NL,NL,42016Crowley
Costilla,4,2016,,184198,NR,,42016Costilla
Conejos,4,2016,,221411,NL,,42016Conejos
Clear Creek,4,2016,80570,423714,,,42016Clear Creek
Cheyenne,4,2016,,,NL,NL,42016Cheyenne
Chaffee,4,2016,,300638,NR,,42016Chaffee
Broomfield,4,2016,,,NL,NL,42016Broomfield
Boulder,4,2016,2706731,5082136,,,42016Boulder
Bent,4,2016,,,NL,NL,42016Bent
Baca,4,2016,,,NL,NL,42016Baca
Archuleta,4,2016,,,NR,NR,42016Archuleta
Arapahoe,4,2016,1682301,7531661,,,42016Arapahoe
Alamosa,4,2016,,,NR,NL,42016Alamosa
Adams,4,2016,387146,3187313,,,42016Adams
Yuma,3,2016,,,NL,NL,32016Yuma
Weld,3,2016,,2034731,NR,,32016Weld
Washington,3,2016,,,NL,NL,32016Washington
Teller,3,2016,,,NR,NL,32016Teller
Summit,3,2016,,2395692,NR,,32016Summit
Sedgwick,3,2016,,,NR,NR,32016Sedgwick
San Miguel,3,2016,,,NR,NR,32016San Miguel
San Juan,3,2016,,,NL,NR,32016San Juan
Saguache,3,2016,,,NL,NR,32016Saguache
Routt,3,2016,220567,759132,,,32016Routt
Rio Grande,3,2016,,,NL,NL,32016Rio Grande
Rio Blanco,3,2016,,,NL,NL,32016Rio Blanco
Pueblo,3,2016,1240646,2074591,,,32016Pueblo
Prowers,3,2016,,,NL,NL,32016Prowers
Pitkin,3,2016,103033,1082334,,,32016Pitkin
Phillips,3,2016,,,NL,NL,32016Phillips
Park,3,2016,,229022,NR,,32016Park
Ouray,3,2016,,,NR,NR,32016Ouray
Otero,3,2016,,,NL,NL,32016Otero
Morgan,3,2016,,,NR,NR,32016Morgan
Montrose,3,2016,,,NR,NL,32016Montrose
Montezuma,3,2016,102939,728890,,,32016Montezuma
Moffat,3,2016,,,NR,NL,32016Moffat
Mineral,3,2016,,,NL,NL,32016Mineral
Mesa,3,2016,,,NR,NR,32016Mesa
Logan,3,2016,,,NL,NL,32016Logan
Lincoln,3,2016,,,NL,NL,32016Lincoln
Las Animas,3,2016,,1284687,NR,,32016Las Animas
Larimer,3,2016,1401215,3197373,,,32016Larimer
Lake,3,2016,,,NL,NR,32016Lake
La Plata,3,2016,404686,1679875,,,32016La Plata
Kit Carson,3,2016,,,NL,NL,32016Kit Carson
Kiowa,3,2016,,,NL,NL,32016Kiowa
Jefferson,3,2016,1715396,3327498,,,32016Jefferson
Jackson,3,2016,,,NL,NL,32016Jackson
Huerfano,3,2016,,,NL,NR,32016Huerfano
Hinsdale,3,2016,,,NL,NL,32016Hinsdale
Gunnison,3,2016,,490823,NR,,32016Gunnison
Grand,3,2016,,360353,NR,,32016Grand
Gilpin,3,2016,,188204,NR,,32016Gilpin
Garfield,3,2016,425553,1095523,,,32016Garfield
Fremont,3,2016,207942,,,NL,32016Fremont
Elbert,3,2016,,,NL,NL,32016Elbert
El Paso,3,2016,8537583,,,NR,32016El Paso
Eagle,3,2016,264913,1283537,,,32016Eagle
Douglas,3,2016,,,NL,NL,32016Douglas
Dolores,3,2016,,,NL,NL,32016Dolores
Denver,3,2016,17353519,21459311,,,32016Denver
Delta,3,2016,,,NL,NL,32016Delta
Custer,3,2016,,,NL,NL,32016Custer
Crowley,3,2016,,,NL,NL,32016Crowley
Costilla,3,2016,,195952,NR,,32016Costilla
Conejos,3,2016,,211950,NL,,32016Conejos
Clear Creek,3,2016,87829,561094,,,32016Clear Creek
Cheyenne,3,2016,,,NL,NL,32016Cheyenne
Chaffee,3,2016,,350973,NR,,32016Chaffee
Broomfield,3,2016,,,NL,NL,32016Broomfield
Boulder,3,2016,2718254,5138199,,,32016Boulder
Bent,3,2016,,,NL,NL,32016Bent
Baca,3,2016,,,NL,NL,32016Baca
Archuleta,3,2016,,,NR,NR,32016Archuleta
Arapahoe,3,2016,1601551,7112616,,,32016Arapahoe
Alamosa,3,2016,,,NR,NL,32016Alamosa
Adams,3,2016,347344,2909379,,,32016Adams
Yuma,2,2016,,,NL,NL,22016Yuma
Weld,2,2016,395983,1866786,,,22016Weld
Washington,2,2016,,,NL,NL,22016Washington
Teller,2,2016,,,NR,NL,22016Teller
Summit,2,2016,212147,2116576,,,22016Summit
Sedgwick,2,2016,,,NR,NR,22016Sedgwick
San Miguel,2,2016,46544,339892,,,22016San Miguel
San Juan,2,2016,,,NL,NR,22016San Juan
Saguache,2,2016,,,NL,NR,22016Saguache
Routt,2,2016,193928,772020,,,22016Routt
Rio Grande,2,2016,,,NL,NL,22016Rio Grande
Rio Blanco,2,2016,,,NL,NL,22016Rio Blanco
Pueblo,2,2016,980275,1686427,,,22016Pueblo
Prowers,2,2016,,,NL,NL,22016Prowers
Pitkin,2,2016,95627,964350,,,22016Pitkin
Phillips,2,2016,,,NL,NL,22016Phillips
Park,2,2016,,176302,NR,,22016Park
Ouray,2,2016,,,NR,NR,22016Ouray
Otero,2,2016,,,NL,NL,22016Otero
Morgan,2,2016,,,NR,NR,22016Morgan
Montrose,2,2016,,,NR,NL,22016Montrose
Montezuma,2,2016,102860,600808,,,22016Montezuma
Moffat,2,2016,,,NR,NL,22016Moffat
Mineral,2,2016,,,NL,NL,22016Mineral
Mesa,2,2016,,,NR,NR,22016Mesa
Logan,2,2016,,,NL,NL,22016Logan
Lincoln,2,2016,,,NL,NL,22016Lincoln
Las Animas,2,2016,,1012648,NR,,22016Las Animas
Larimer,2,2016,1341468,2878307,,,22016Larimer
Lake,2,2016,,,NL,NR,22016Lake
La Plata,2,2016,360382,1484507,,,22016La Plata
Kit Carson,2,2016,,,NL,NL,22016Kit Carson
Kiowa,2,2016,,,NL,NL,22016Kiowa
Jefferson,2,2016,1589401,2970642,,,22016Jefferson
Jackson,2,2016,,,NL,NL,22016Jackson
Huerfano,2,2016,,,NL,NR,22016Huerfano
Hinsdale,2,2016,,,NL,NL,22016Hinsdale
Gunnison,2,2016,,413264,NR,,22016Gunnison
Grand,2,2016,,279018,NR,,22016Grand
Gilpin,2,2016,,172887,NR,,22016Gilpin
Garfield,2,2016,386348,860185,,,22016Garfield
Fremont,2,2016,,,NR,NL,22016Fremont
Elbert,2,2016,,,NL,NL,22016Elbert
El Paso,2,2016,7548713,,,NR,22016El Paso
Eagle,2,2016,234659,1176777,,,22016Eagle
Douglas,2,2016,,,NL,NL,22016Douglas
Dolores,2,2016,,,NL,NL,22016Dolores
Denver,2,2016,15302180,19129746,,,22016Denver
Delta,2,2016,,,NL,NL,22016Delta
Custer,2,2016,,,NL,NL,22016Custer
Crowley,2,2016,,,NL,NL,22016Crowley
Costilla,2,2016,,153417,NR,,22016Costilla
Conejos,2,2016,,163449,NL,,22016Conejos
Clear Creek,2,2016,89373,535811,,,22016Clear Creek
Cheyenne,2,2016,,,NL,NL,22016Cheyenne
Chaffee,2,2016,,281840,NR,,22016Chaffee
Broomfield,2,2016,,,NL,NL,22016Broomfield
Boulder,2,2016,2517617,4477304,,,22016Boulder
Bent,2,2016,,,NL,NL,22016Bent
Baca,2,2016,,,NL,NL,22016Baca
Archuleta,2,2016,,,NR,NR,22016Archuleta
Arapahoe,2,2016,1502406,6229934,,,22016Arapahoe
Alamosa,2,2016,,,NR,NL,22016Alamosa
Adams,2,2016,331503,2597102,,,22016Adams
Yuma,1,2016,,,NL,NL,12016Yuma
Weld,1,2016,356636,1793538,,,12016Weld
Washington,1,2016,,,NL,NL,12016Washington
Teller,1,2016,,,NR,NL,12016Teller
Summit,1,2016,228510,2338782,,,12016Summit
Sedgwick,1,2016,,,NR,NR,12016Sedgwick
San Miguel,1,2016,,385569,NR,,12016San Miguel
San Juan,1,2016,,,NL,NR,12016San Juan
Saguache,1,2016,,,NL,NR,12016Saguache
Routt,1,2016,203373,792416,,,12016Routt
Rio Grande,1,2016,,,NL,NL,12016Rio Grande
Rio Blanco,1,2016,,,NL,NL,12016Rio Blanco
Pueblo,1,2016,822153,1466234,,,12016Pueblo
Prowers,1,2016,,,NL,NL,12016Prowers
Pitkin,1,2016,93239,1008558,,,12016Pitkin
Phillips,1,2016,,,NL,NL,12016Phillips
Park,1,2016,,187006,NR,,12016Park
Ouray,1,2016,,,NR,NR,12016Ouray
Otero,1,2016,,,NL,NL,12016Otero
Morgan,1,2016,,,NR,NR,12016Morgan
Montrose,1,2016,,,NR,NL,12016Montrose
Montezuma,1,2016,79330,532773,,,12016Montezuma
Moffat,1,2016,,,NR,NL,12016Moffat
Mineral,1,2016,,,NL,NL,12016Mineral
Mesa,1,2016,,,NR,NR,12016Mesa
Logan,1,2016,,,NL,NL,12016Logan
Lincoln,1,2016,,,NL,NL,12016Lincoln
Las Animas,1,2016,,922872,NR,,12016Las Animas
Larimer,1,2016,1310553,2708125,,,12016Larimer
Lake,1,2016,,,NL,NR,12016Lake
La Plata,1,2016,364582,1396817,,,12016La Plata
Kit Carson,1,2016,,,NL,NL,12016Kit Carson
Kiowa,1,2016,,,NL,NL,12016Kiowa
Jefferson,1,2016,1624527,3020022,,,12016Jefferson
Jackson,1,2016,,,NL,NL,12016Jackson
Huerfano,1,2016,,,NL,NR,12016Huerfano
Hinsdale,1,2016,,,NL,NL,12016Hinsdale
Gunnison,1,2016,,400086,NR,,12016Gunnison
Grand,1,2016,,287813,NR,,12016Grand
Gilpin,1,2016,,136475,NR,,12016Gilpin
Garfield,1,2016,342951,821090,,,12016Garfield
Fremont,1,2016,160049,,,NL,12016Fremont
Elbert,1,2016,,,NL,NL,12016Elbert
El Paso,1,2016,7124874,,,NR,12016El Paso
Eagle,1,2016,258266,1214652,,,12016Eagle
Douglas,1,2016,,,NL,NL,12016Douglas
Dolores,1,2016,,,NL,NL,12016Dolores
Denver,1,2016,14692917,18969263,,,12016Denver
Delta,1,2016,,,NL,NL,12016Delta
Custer,1,2016,,,NL,NL,12016Custer
Crowley,1,2016,,,NL,NL,12016Crowley
Costilla,1,2016,,,NR,NR,12016Costilla
Conejos,1,2016,,,NL,NR,12016Conejos
Clear Creek,1,2016,103212,550192,,,12016Clear Creek
Cheyenne,1,2016,,,NL,NL,12016Cheyenne
Chaffee,1,2016,,268240,NR,,12016Chaffee
Broomfield,1,2016,,,NL,NL,12016Broomfield
Boulder,1,2016,2565967,4499880,,,12016Boulder
Bent,1,2016,,,NL,NL,12016Bent
Baca,1,2016,,,NL,NL,12016Baca
Archuleta,1,2016,,,NR,NR,12016Archuleta
Arapahoe,1,2016,1547734,5949573,,,12016Arapahoe
Alamosa,1,2016,,,NR,NL,12016Alamosa
Adams,1,2016,363668,2544485,,,12016Adams
Yuma,12,2015,,,NL,NL,122015Yuma
Weld,12,2015,384896,1849039,,,122015Weld
Washington,12,2015,,,NL,NL,122015Washington
Teller,12,2015,,,NR,NL,122015Teller
Summit,12,2015,234110,1750307,,,122015Summit
Sedgwick,12,2015,,,NR,NR,122015Sedgwick
San Miguel,12,2015,45244,275068,,,122015San Miguel
San Juan,12,2015,,,NL,NR,122015San Juan
Saguache,12,2015,,,NL,NR,122015Saguache
Routt,12,2015,203563,655561,,,122015Routt
Rio Grande,12,2015,,,NL,NL,122015Rio Grande
Rio Blanco,12,2015,,,NL,NL,122015Rio Blanco
Pueblo,12,2015,1251262,1530280,,,122015Pueblo
Prowers,12,2015,,,NL,NL,122015Prowers
Pitkin,12,2015,83107,895847,,,122015Pitkin
Phillips,12,2015,,,NL,NL,122015Phillips
Park,12,2015,,188927,NR,,122015Park
Ouray,12,2015,,,NR,NR,122015Ouray
Otero,12,2015,,,NL,NL,122015Otero
Morgan,12,2015,,,NR,NR,122015Morgan
Montrose,12,2015,,,NR,NL,122015Montrose
Montezuma,12,2015,89934,559469,,,122015Montezuma
Moffat,12,2015,,,NR,NL,122015Moffat
Mineral,12,2015,,,NL,NL,122015Mineral
Mesa,12,2015,,,NR,NR,122015Mesa
Logan,12,2015,,,NL,NL,122015Logan
Lincoln,12,2015,,,NL,NL,122015Lincoln
Las Animas,12,2015,,921083,NR,,122015Las Animas
Larimer,12,2015,1374506,2818206,,,122015Larimer
Lake,12,2015,,,NL,NR,122015Lake
La Plata,12,2015,370071,1460381,,,122015La Plata
Kit Carson,12,2015,,,NL,NL,122015Kit Carson
Kiowa,12,2015,,,NL,NL,122015Kiowa
Jefferson,12,2015,1745285,3153194,,,122015Jefferson
Jackson,12,2015,,,NL,NL,122015Jackson
Huerfano,12,2015,,,NL,NR,122015Huerfano
Hinsdale,12,2015,,,NL,NL,122015Hinsdale
Gunnison,12,2015,,365817,NR,,122015Gunnison
Grand,12,2015,,274910,NR,,122015Grand
Gilpin,12,2015,,145319,NR,,122015Gilpin
Garfield,12,2015,318985,801776,,,122015Garfield
Fremont,12,2015,160693,,,NL,122015Fremont
Elbert,12,2015,,,NL,NL,122015Elbert
El Paso,12,2015,7639235,,,NR,122015El Paso
Eagle,12,2015,273264,948426,,,122015Eagle
Douglas,12,2015,,,NL,NL,122015Douglas
Dolores,12,2015,,,NL,NL,122015Dolores
Denver,12,2015,16255498,19339032,,,122015Denver
Delta,12,2015,,,NL,NL,122015Delta
Custer,12,2015,,,NL,NL,122015Custer
Crowley,12,2015,,,NL,NL,122015Crowley
Costilla,12,2015,,,NR,NR,122015Costilla
Conejos,12,2015,,,NL,NR,122015Conejos
Clear Creek,12,2015,81631,492005,,,122015Clear Creek
