"SAGDP2N Gross domestic product (GDP) by state 1/"
"(Millions of current dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2015","2016","2017","2018","2019"
"00000","United States *","36","    Transportation and warehousing",565836.0,581987.0,607013.0,650731.0,696656.0
"00000","United States *","37","      Air transportation",117693.0,129007.0,133483.0,138459.0,147066.0
"00000","United States *","38","      Rail transportation",44301.0,40024.0,41155.0,44498.0,44927.0
"00000","United States *","39","      Water transportation",15792.0,13458.0,13033.0,14385.0,15037.0
"00000","United States *","40","      Truck transportation",149029.0,148741.0,156069.0,166930.0,174974.0
"00000","United States *","41","      Transit and ground passenger transportation",42197.0,42827.0,45246.0,46109.0,55277.0
"00000","United States *","42","      Pipeline transportation",36810.0,39125.0,40831.0,46077.0,50534.0
"00000","United States *","43","      Other transportation and support activities",108074.0,110791.0,114865.0,123775.0,133814.0
"00000","United States *","44","      Warehousing and storage",51940.0,58015.0,62330.0,70496.0,75027.0
"00000","United States *","45","    Information",906938.0,968397.0,1005414.0,1059796.0,1127526.0
"00000","United States *","46","      Publishing industries (except Internet)",223597.0,234192.0,250050.0,277803.0,303226.0
"00000","United States *","47","      Motion picture and sound recording industries",87592.0,93685.0,93630.0,84111.0,87863.0
"00000","United States *","48","      Broadcasting (except Internet) and telecommunications",426113.0,445706.0,443603.0,454514.0,466648.0
"00000","United States *","49","      Data processing, hosting, and other information services",169636.0,194813.0,218131.0,243368.0,269789.0
"00000","United States *","50","    Finance, insurance, real estate, rental, and leasing",3749038.0,3945982.0,4116832.0,4371915.0,4541783.0
"00000","United States *","51","      Finance and insurance",1363092.0,1457972.0,1513274.0,1633629.0,1665797.0
"00000","United States *","52","        Monetary Authorities- central bank, credit intermediation, and related services",560763.0,601055.0,625893.0,689007.0,708906.0
"00000","United States *","53","        Securities, commodity contracts, and other financial investments and related activities",230878.0,267345.0,304305.0,311989.0,312481.0
"00000","United States *","54","        Insurance carriers and related activities",554081.0,570883.0,560614.0,603039.0,615010.0
"00000","United States *","55","        Funds, trusts, and other financial vehicles",17371.0,18689.0,22462.0,29594.0,29401.0
"00000","United States *","56","      Real estate and rental and leasing",2385946.0,2488011.0,2603557.0,2738286.0,2875986.0
"00000","United States *","57","        Real estate",2180002.0,2267881.0,2377444.0,2488301.0,2614208.0
"00000","United States *","58","        Rental and leasing services and lessors of nonfinancial intangible assets",205944.0,220129.0,226114.0,249985.0,261778.0
"00000","United States *","59","    Professional and business services",2236932.0,2304267.0,2431043.0,2572778.0,2710731.0
"00000","United States *","60","      Professional, scientific, and technical services",1348595.0,1394107.0,1456745.0,1548902.0,1638431.0
"00000","United States *","61","        Legal services",238595.0,251756.0,257995.0,271182.0,279455.0
"00000","United States *","62","        Computer systems design and related services",284785.0,304686.0,324754.0,350823.0,376767.0
"00000","United States *","63","        Miscellaneous professional, scientific, and technical services",825215.0,837665.0,873996.0,926897.0,982209.0
"00000","United States *","64","      Management of companies and enterprises",347961.0,350913.0,372562.0,392299.0,411364.0
"00000","United States *","65","      Administrative and support and waste management and remediation services",540376.0,559247.0,601736.0,631577.0,660936.0
"00000","United States *","66","        Administrative and support services",492465.0,511334.0,548174.0,572113.0,598408.0
"00000","United States *","67","        Waste management and remediation services",47911.0,47914.0,53562.0,59463.0,62527.0
"00000","United States *","68","    Educational services, health care, and social assistance",1571003.0,1651988.0,1707206.0,1781934.0,1865419.0
"00000","United States *","69","      Educational services",233438.0,246138.0,248454.0,258432.0,269858.0
"00000","United States *","70","      Health care and social assistance",1337565.0,1405849.0,1458752.0,1523502.0,1595562.0
"00000","United States *","71","        Ambulatory health care services",644175.0,682448.0,711683.0,742911.0,778813.0
"00000","United States *","72","        Hospitals",443701.0,460900.0,475413.0,494536.0,514557.0
"00000","United States *","73","        Nursing and residential care facilities",137631.0,142975.0,145839.0,152250.0,158033.0
"00000","United States *","74","        Social assistance",112058.0,119527.0,125817.0,133806.0,144158.0
"00000","United States *","75","    Arts, entertainment, recreation, accommodation, and food services",746773.0,788240.0,824479.0,866745.0,907205.0
"00000","United States *","76","      Arts, entertainment, and recreation",193468.0,206966.0,216347.0,228697.0,238614.0
"00000","United States *","77","        Performing arts, spectator sports, museums, and related activities",112849.0,122055.0,129226.0,137370.0,143552.0
"00000","United States *","78","        Amusement, gambling, and recreation industries",80619.0,84910.0,87121.0,91327.0,95062.0
"00000","United States *","79","      Accommodation and food services",553304.0,581274.0,608132.0,638048.0,668592.0
"00000","United States *","80","        Accommodation",157517.0,160033.0,167185.0,177738.0,186992.0
"00000","United States *","81","        Food services and drinking places",395787.0,421241.0,440947.0,460311.0,481600.0
"00000","United States *","82","    Other services (except government and government enterprises)",391569.0,399879.0,414303.0,437913.0,461262.0
"00000","United States *","83","  Government and government enterprises",2339442.0,2384896.0,2448734.0,2549677.0,2639474.0
"00000","United States *","84","    Federal civilian",420188.0,433887.0,451467.0,468863.0,481499.0
"00000","United States *","85","    Military",311091.0,309652.0,311002.0,321007.0,332024.0
"00000","United States *","86","    State and local",1608162.0,1641360.0,1686265.0,1759808.0,1825952.0
"00000","United States *","","Addenda:","","","","",""
"00000","United States *","87","Natural resources and mining",444058.0,384599.0,450657.0,509389.0,484844.0
"00000","United States *","88","Trade",2162943.0,2186470.0,2247002.0,2326612.0,2424530.0
"00000","United States *","89","Transportation and utilities",865067.0,883731.0,917106.0,972560.0,1031921.0
"00000","United States *","90","Manufacturing and information",3036532.0,3068130.0,3187766.0,3374164.0,3473375.0
"00000","United States *","91","Private goods-producing industries 2/",3268592.0,3231224.0,3430861.0,3671927.0,3723375.0
"00000","United States *","92","Private services-providing industries 3/",12630266.0,13128956.0,13663384.0,14390257.0,15070376.0
"00000","United States *","100","All industry total, overseas activity",111953.0,113124.0,113759.0,116757.0,119703.0
"00000","United States *","101","Government and government enterprises, overseas activity",111953.0,113124.0,113759.0,116757.0,119703.0
"00000","United States *","102","Federal civilian, overseas activity",5176.0,5320.0,5412.0,5490.0,5582.0
"00000","United States *","103","Military, overseas activity",106777.0,107805.0,108348.0,111267.0,114121.0
"01000","Alabama","1","All industry total",200197.5,204454.7,210895.7,221030.7,228142.6
"01000","Alabama","2","  Private industries",166301.8,169903.9,175407.6,184432.7,189941.9
"01000","Alabama","3","    Agriculture, forestry, fishing and hunting",2665.5,2036.7,2408.8,2475.4,1936.0
"01000","Alabama","4","      Farms",2068.1,1425.6,1803.9,1834.7,1255.8
"01000","Alabama","5","      Forestry, fishing, and related activities",597.4,611.0,604.9,640.7,680.2
"01000","Alabama","6","    Mining, quarrying, and oil and gas extraction",1901.4,1566.2,1985.1,2306.2,2364.8
"01000","Alabama","7","      Oil and gas extraction",320.6,261.5,272.3,250.1,209.7
"01000","Alabama","8","      Mining (except oil and gas)",1487.8,1242.5,1629.7,1956.8,2059.7
"01000","Alabama","9","      Support activities for mining",93.0,62.2,83.1,99.3,95.4
"01000","Alabama","10","    Utilities",5995.0,6202.8,6065.6,6164.4,6280.0
"01000","Alabama","11","    Construction",6782.9,7199.3,7465.4,8055.4,8618.5
"01000","Alabama","12","    Manufacturing",33468.0,34422.2,35370.8,37786.1,38400.4
"01000","Alabama","13","      Durable goods manufacturing",21402.5,22030.6,22369.1,23482.8,24119.9
"01000","Alabama","14","        Wood product manufacturing",1267.7,1446.1,1544.5,1735.1,1798.1
"01000","Alabama","15","        Nonmetallic mineral product manufacturing",910.6,916.8,987.3,1020.3,1091.1
"01000","Alabama","16","        Primary metal manufacturing",3540.6,3297.1,3344.0,3700.4,3731.1
"01000","Alabama","17","        Fabricated metal product manufacturing",2368.9,2578.8,2635.4,2798.4,2907.5
"01000","Alabama","18","        Machinery manufacturing",1033.3,1003.7,1049.0,1103.0,1146.4
"01000","Alabama","19","        Computer and electronic product manufacturing",1128.8,1088.6,1126.4,1190.1,1187.2
"01000","Alabama","20","        Electrical equipment, appliance, and component manufacturing",763.6,691.1,668.5,721.2,754.1
"01000","Alabama","21","        Motor vehicles, bodies and trailers, and parts manufacturing",5841.8,6240.9,6086.9,5999.9,6209.8
"01000","Alabama","22","        Other transportation equipment manufacturing",3182.5,3300.4,3448.0,3674.8,3761.5
"01000","Alabama","23","        Furniture and related product manufacturing",837.4,900.2,898.0,935.2,917.9
"01000","Alabama","24","        Miscellaneous manufacturing",527.2,567.1,581.1,604.3,615.0
"01000","Alabama","25","      Nondurable goods manufacturing",12065.5,12391.6,13001.7,14303.3,14280.5
"01000","Alabama","26","        Food and beverage and tobacco product manufacturing",2329.7,2412.2,2398.0,2398.5,2499.0
"01000","Alabama","27","        Textile mills and textile product mills",550.7,510.8,485.1,466.6,465.2
"01000","Alabama","28","        Apparel, leather, and allied product manufacturing",182.9,104.6,105.9,102.3,103.5
"01000","Alabama","29","        Paper manufacturing",2776.2,2679.9,2598.6,2953.8,2928.4
"01000","Alabama","30","        Printing and related support activities",266.9,213.3,209.8,203.4,214.5
"01000","Alabama","31","        Petroleum and coal products manufacturing",1183.8,1126.4,1756.4,2471.2,2106.2
"01000","Alabama","32","        Chemical manufacturing",3082.6,3547.8,3684.9,3816.3,4019.2
"01000","Alabama","33","        Plastics and rubber products manufacturing",1692.8,1796.6,1763.1,1891.3,1944.6
"01000","Alabama","34","    Wholesale trade",11553.5,11986.4,12461.8,13017.5,13439.8
"01000","Alabama","35","    Retail trade",13347.1,13963.7,14168.0,14669.2,15133.4
"01000","Alabama","36","    Transportation and warehousing",5180.5,5335.7,5697.1,6274.6,6651.0
"01000","Alabama","37","      Air transportation",181.5,169.8,177.7,212.5,218.6
"01000","Alabama","38","      Rail transportation",759.6,678.1,703.8,760.3,766.9
"01000","Alabama","39","      Water transportation",170.2,133.0,101.2,82.8,82.2
"01000","Alabama","40","      Truck transportation",2196.8,2269.8,2391.9,2606.5,2708.4
"01000","Alabama","41","      Transit and ground passenger transportation",104.0,100.0,95.3,89.2,97.9
"01000","Alabama","42","      Pipeline transportation",126.7,259.3,406.8,539.6,600.1
"01000","Alabama","43","      Other transportation and support activities",991.0,1037.9,1124.3,1226.4,1388.0
"01000","Alabama","44","      Warehousing and storage",650.7,687.9,696.2,757.3,788.9
"01000","Alabama","45","    Information",4437.3,4357.1,4361.6,4518.4,4708.9
"01000","Alabama","46","      Publishing industries (except Internet)",891.8,860.7,889.8,971.0,1108.6
"01000","Alabama","47","      Motion picture and sound recording industries",119.0,103.4,120.7,106.8,137.3
"01000","Alabama","48","      Broadcasting (except Internet) and telecommunications",3109.8,3065.5,2995.8,2975.2,2943.2
"01000","Alabama","49","      Data processing, hosting, and other information services",316.7,327.5,355.4,465.4,519.8
"01000","Alabama","50","    Finance, insurance, real estate, rental, and leasing",34674.3,34728.2,35256.8,36683.4,37882.5
"01000","Alabama","51","      Finance and insurance",12910.9,12296.0,12424.1,13560.1,13310.5
"01000","Alabama","52","        Monetary Authorities- central bank, credit intermediation, and related services",7558.3,7041.6,6763.4,7496.9,7436.4
"01000","Alabama","53","        Securities, commodity contracts, and other financial investments and related activities",742.1,809.0,859.1,954.0,965.3
"01000","Alabama","54","        Insurance carriers and related activities",4592.7,4420.6,4791.4,5093.7,4891.5
"01000","Alabama","55","        Funds, trusts, and other financial vehicles",17.7,24.8,10.1,15.5,17.3
"01000","Alabama","56","      Real estate and rental and leasing",21763.4,22432.2,22832.8,23123.3,24572.0
"01000","Alabama","57","        Real estate",19951.8,20430.1,20945.4,21281.4,22530.8
"01000","Alabama","58","        Rental and leasing services and lessors of nonfinancial intangible assets",1811.6,2002.1,1887.4,1842.0,2041.2
"01000","Alabama","59","    Professional and business services",18815.5,19558.8,20915.0,21894.6,23028.8
"01000","Alabama","60","      Professional, scientific, and technical services",11816.1,12259.3,13030.3,13771.4,14420.6
"01000","Alabama","61","        Legal services",2209.0,2400.0,2547.5,2647.1,2661.6
"01000","Alabama","62","        Computer systems design and related services",2665.6,2718.0,2850.8,3084.6,3184.7
"01000","Alabama","63","        Miscellaneous professional, scientific, and technical services",6941.5,7141.4,7631.9,8039.8,8574.3
"01000","Alabama","64","      Management of companies and enterprises",1816.8,2012.5,2183.0,2145.4,2251.9
"01000","Alabama","65","      Administrative and support and waste management and remediation services",5182.6,5287.0,5701.7,5977.9,6356.3
"01000","Alabama","66","        Administrative and support services",4727.5,4824.8,5182.3,5403.5,5724.8
"01000","Alabama","67","        Waste management and remediation services",455.1,462.2,519.3,574.3,631.5
"01000","Alabama","68","    Educational services, health care, and social assistance",16014.6,16690.5,17039.0,17795.5,18617.0
"01000","Alabama","69","      Educational services",1293.1,1379.2,1334.2,1332.0,1398.5
"01000","Alabama","70","      Health care and social assistance",14721.4,15311.3,15704.8,16463.5,17218.5
"01000","Alabama","71","        Ambulatory health care services",8827.6,9269.4,9565.7,9936.4,10379.1
"01000","Alabama","72","        Hospitals",3603.1,3672.7,3730.9,4044.6,4272.2
"01000","Alabama","73","        Nursing and residential care facilities",1558.9,1611.7,1626.0,1690.0,1722.4
"01000","Alabama","74","        Social assistance",731.9,757.5,782.2,792.5,844.8
"01000","Alabama","75","    Arts, entertainment, recreation, accommodation, and food services",6299.8,6650.9,6869.2,7125.2,7099.8
"01000","Alabama","76","      Arts, entertainment, and recreation",706.2,760.1,781.9,819.1,869.7
"01000","Alabama","77","        Performing arts, spectator sports, museums, and related activities",312.1,327.4,327.8,310.7,334.9
"01000","Alabama","78","        Amusement, gambling, and recreation industries",394.1,432.7,454.1,508.4,534.8
"01000","Alabama","79","      Accommodation and food services",5593.6,5890.8,6087.3,6306.1,6230.2
"01000","Alabama","80","        Accommodation",962.7,986.7,1029.7,1045.9,1093.2
"01000","Alabama","81","        Food services and drinking places",4630.9,4904.0,5057.6,5260.2,5137.0
"01000","Alabama","82","    Other services (except government and government enterprises)",5166.3,5205.4,5343.4,5666.8,5780.9
"01000","Alabama","83","  Government and government enterprises",33895.7,34550.8,35488.1,36598.0,38200.8
"01000","Alabama","84","    Federal civilian",8192.0,8321.2,8571.0,8742.1,9039.7
"01000","Alabama","85","    Military",4090.9,4130.3,4253.4,4595.7,5071.4
"01000","Alabama","86","    State and local",21612.9,22099.3,22663.7,23260.2,24089.7
"01000","Alabama","","Addenda:","","","","",""
"01000","Alabama","87","Natural resources and mining",4566.9,3602.9,4393.9,4781.6,4300.8
"01000","Alabama","88","Trade",24900.6,25950.1,26629.8,27686.7,28573.3
"01000","Alabama","89","Transportation and utilities",11175.4,11538.5,11762.7,12439.0,12930.9
"01000","Alabama","90","Manufacturing and information",37905.4,38779.3,39732.4,42304.5,43109.3
"01000","Alabama","91","Private goods-producing industries 2/",44817.8,45224.3,47230.1,50623.0,51319.7
"01000","Alabama","92","Private services-providing industries 3/",121483.9,124679.6,128177.5,133809.6,138622.1
"02000","Alaska","1","All industry total",50728.1,49755.6,51737.0,54292.9,54385.6
"02000","Alaska","2","  Private industries",40369.7,39149.3,40925.3,42939.1,42797.3
"02000","Alaska","3","    Agriculture, forestry, fishing and hunting",458.5,400.9,398.1,387.5,394.4
"02000","Alaska","4","      Farms",22.5,24.0,25.1,24.5,24.9
"02000","Alaska","5","      Forestry, fishing, and related activities",436.0,376.9,373.0,363.0,369.5
"02000","Alaska","6","    Mining, quarrying, and oil and gas extraction",7737.1,6464.8,8085.4,8749.6,7363.7
"02000","Alaska","7","      Oil and gas extraction",4828.0,4135.6,5382.0,6023.4,4731.1
"02000","Alaska","8","      Mining (except oil and gas)",1237.5,1343.0,1802.2,1723.5,1566.9
"02000","Alaska","9","      Support activities for mining",1671.6,986.2,901.2,1002.8,1065.7
"02000","Alaska","10","    Utilities",762.0,778.9,781.5,810.4,849.5
"02000","Alaska","11","    Construction",2131.1,1976.7,1853.5,1955.8,2057.3
"02000","Alaska","12","    Manufacturing",1826.8,1553.3,1671.3,1864.6,1831.6
"02000","Alaska","13","      Durable goods manufacturing",255.8,243.7,232.7,233.7,244.1
"02000","Alaska","14","        Wood product manufacturing",75.7,59.0,46.9,40.9,47.2
"02000","Alaska","15","        Nonmetallic mineral product manufacturing",49.0,62.1,62.9,61.6,55.3
"02000","Alaska","16","        Primary metal manufacturing",2.3,1.9,1.5,1.6,1.5
"02000","Alaska","17","        Fabricated metal product manufacturing",42.6,33.9,32.2,35.7,41.7
"02000","Alaska","18","        Machinery manufacturing",15.5,12.4,13.7,11.6,13.0
"02000","Alaska","19","        Computer and electronic product manufacturing",12.8,13.9,13.6,16.8,19.5
"02000","Alaska","20","        Electrical equipment, appliance, and component manufacturing",1.9,1.6,1.5,1.6,1.6
"02000","Alaska","21","        Motor vehicles, bodies and trailers, and parts manufacturing",3.6,4.1,4.0,3.8,5.0
"02000","Alaska","22","        Other transportation equipment manufacturing",29.2,33.3,37.4,40.3,39.3
"02000","Alaska","23","        Furniture and related product manufacturing",13.7,12.6,9.7,9.0,9.6
"02000","Alaska","24","        Miscellaneous manufacturing",9.5,9.1,9.4,10.7,10.5
"02000","Alaska","25","      Nondurable goods manufacturing",1571.0,1309.6,1438.6,1630.9,1587.5
"02000","Alaska","26","        Food and beverage and tobacco product manufacturing",926.6,837.3,814.8,769.7,821.0
"02000","Alaska","27","        Textile mills and textile product mills",6.7,6.4,6.2,5.9,3.4
"02000","Alaska","28","        Apparel, leather, and allied product manufacturing",0.8,1.1,1.0,0.9,1.0
"02000","Alaska","29","        Paper manufacturing",0.7,0.8,0.5,0.5,0.5
"02000","Alaska","30","        Printing and related support activities",22.3,22.4,21.3,21.4,21.0
"02000","Alaska","31","        Petroleum and coal products manufacturing",597.2,424.7,579.4,817.3,726.3
"02000","Alaska","32","        Chemical manufacturing",7.8,7.4,8.5,8.9,8.9
"02000","Alaska","33","        Plastics and rubber products manufacturing",8.9,9.6,6.9,6.3,5.4
"02000","Alaska","34","    Wholesale trade",1271.7,1269.6,1279.1,1390.4,1516.9
"02000","Alaska","35","    Retail trade",2221.4,2217.5,2225.9,2290.3,2357.7
"02000","Alaska","36","    Transportation and warehousing",6120.2,6595.4,6814.5,7198.4,7488.5
"02000","Alaska","37","      Air transportation",885.8,937.0,941.5,935.2,981.8
"02000","Alaska","38","      Rail transportation",0.0,0.0,0.0,0.0,0.0
"02000","Alaska","39","      Water transportation",303.3,274.1,289.7,299.8,312.6
"02000","Alaska","40","      Truck transportation",322.8,299.1,283.8,296.7,322.2
"02000","Alaska","41","      Transit and ground passenger transportation",165.8,130.1,127.2,118.0,126.3
"02000","Alaska","42","      Pipeline transportation",3645.4,4133.3,4337.4,4652.3,4822.3
"02000","Alaska","43","      Other transportation and support activities",755.2,781.9,798.9,858.2,886.2
"02000","Alaska","44","      Warehousing and storage",41.8,39.9,36.1,38.2,37.0
"02000","Alaska","45","    Information",1423.7,1371.1,1293.2,1126.7,1116.8
"02000","Alaska","46","      Publishing industries (except Internet)",79.4,76.9,71.2,61.5,58.0
"02000","Alaska","47","      Motion picture and sound recording industries",24.3,20.8,27.8,24.6,26.5
"02000","Alaska","48","      Broadcasting (except Internet) and telecommunications",1286.9,1231.1,1155.4,983.0,964.9
"02000","Alaska","49","      Data processing, hosting, and other information services",33.1,42.4,38.8,57.5,67.4
"02000","Alaska","50","    Finance, insurance, real estate, rental, and leasing",6239.6,6399.5,6280.0,6634.5,6908.4
"02000","Alaska","51","      Finance and insurance",1285.5,1258.3,1343.7,1454.8,1429.0
"02000","Alaska","52","        Monetary Authorities- central bank, credit intermediation, and related services",780.0,826.7,828.2,925.9,925.9
"02000","Alaska","53","        Securities, commodity contracts, and other financial investments and related activities",80.8,92.4,105.3,110.8,106.1
"02000","Alaska","54","        Insurance carriers and related activities",409.8,332.0,405.7,413.8,392.7
"02000","Alaska","55","        Funds, trusts, and other financial vehicles",14.8,7.2,4.4,4.3,4.3
"02000","Alaska","56","      Real estate and rental and leasing",4954.1,5141.2,4936.3,5179.7,5479.4
"02000","Alaska","57","        Real estate",4344.1,4471.2,4411.1,4649.3,4902.5
"02000","Alaska","58","        Rental and leasing services and lessors of nonfinancial intangible assets",610.1,670.0,525.2,530.4,577.0
"02000","Alaska","59","    Professional and business services",3618.1,3320.3,3299.5,3235.9,3364.9
"02000","Alaska","60","      Professional, scientific, and technical services",2129.1,1912.9,1894.4,1853.3,1927.7
"02000","Alaska","61","        Legal services",184.3,182.8,181.3,185.0,189.8
"02000","Alaska","62","        Computer systems design and related services",151.7,155.5,167.3,175.8,188.1
"02000","Alaska","63","        Miscellaneous professional, scientific, and technical services",1793.1,1574.6,1545.8,1492.4,1549.7
"02000","Alaska","64","      Management of companies and enterprises",382.5,358.5,364.5,361.4,386.3
"02000","Alaska","65","      Administrative and support and waste management and remediation services",1106.4,1049.0,1040.6,1021.2,1050.8
"02000","Alaska","66","        Administrative and support services",862.3,813.5,801.1,773.1,805.5
"02000","Alaska","67","        Waste management and remediation services",244.1,235.5,239.5,248.1,245.4
"02000","Alaska","68","    Educational services, health care, and social assistance",3856.6,4080.0,4245.4,4477.5,4646.1
"02000","Alaska","69","      Educational services",191.4,197.4,200.6,202.7,212.6
"02000","Alaska","70","      Health care and social assistance",3665.2,3882.5,4044.8,4274.7,4433.5
"02000","Alaska","71","        Ambulatory health care services",1883.2,2020.1,2101.9,2223.9,2314.8
"02000","Alaska","72","        Hospitals",1167.6,1231.7,1345.7,1442.1,1498.4
"02000","Alaska","73","        Nursing and residential care facilities",207.1,206.1,197.1,195.4,195.6
"02000","Alaska","74","        Social assistance",407.3,424.6,400.1,413.3,424.7
"02000","Alaska","75","    Arts, entertainment, recreation, accommodation, and food services",1837.3,1860.7,1820.4,1906.3,1964.2
"02000","Alaska","76","      Arts, entertainment, and recreation",298.6,311.6,319.5,332.4,340.3
"02000","Alaska","77","        Performing arts, spectator sports, museums, and related activities",94.0,98.9,105.9,112.5,117.5
"02000","Alaska","78","        Amusement, gambling, and recreation industries",204.6,212.7,213.6,219.9,222.8
"02000","Alaska","79","      Accommodation and food services",1538.7,1549.1,1500.9,1573.9,1624.0
"02000","Alaska","80","        Accommodation",635.4,633.2,598.7,646.7,672.2
"02000","Alaska","81","        Food services and drinking places",903.4,915.9,902.2,927.2,951.8
"02000","Alaska","82","    Other services (except government and government enterprises)",865.5,860.6,877.5,911.3,937.4
"02000","Alaska","83","  Government and government enterprises",10358.4,10606.3,10811.7,11353.8,11588.3
"02000","Alaska","84","    Federal civilian",2003.4,2070.6,2126.6,2176.5,2220.2
"02000","Alaska","85","    Military",2250.7,2200.8,2248.0,2323.9,2363.0
"02000","Alaska","86","    State and local",6104.3,6334.8,6437.1,6853.4,7005.1
"02000","Alaska","","Addenda:","","","","",""
"02000","Alaska","87","Natural resources and mining",8195.6,6865.7,8483.5,9137.1,7758.1
"02000","Alaska","88","Trade",3493.1,3487.0,3505.0,3680.7,3874.6
"02000","Alaska","89","Transportation and utilities",6882.2,7374.3,7596.0,8008.8,8337.9
"02000","Alaska","90","Manufacturing and information",3250.5,2924.4,2964.5,2991.2,2948.4
"02000","Alaska","91","Private goods-producing industries 2/",12153.5,10395.6,12008.3,12957.5,11646.9
"02000","Alaska","92","Private services-providing industries 3/",28216.2,28753.6,28917.0,29981.7,31150.4
"04000","Arizona","1","All industry total",298615.0,313056.5,330146.6,350718.3,370119.1
"04000","Arizona","2","  Private industries",259048.2,272353.9,287658.3,306589.2,324164.2
"04000","Arizona","3","    Agriculture, forestry, fishing and hunting",2346.6,2580.3,2568.9,2619.1,2839.9
"04000","Arizona","4","      Farms",1744.5,1957.9,1938.0,1971.4,2196.9
"04000","Arizona","5","      Forestry, fishing, and related activities",602.1,622.4,630.9,647.7,643.1
"04000","Arizona","6","    Mining, quarrying, and oil and gas extraction",4135.3,3664.0,5082.9,5199.9,5367.6
"04000","Arizona","7","      Oil and gas extraction",22.8,21.7,19.4,18.2,12.7
"04000","Arizona","8","      Mining (except oil and gas)",4017.1,3582.0,4981.6,5020.1,5213.4
"04000","Arizona","9","      Support activities for mining",95.5,60.4,81.9,161.6,141.5
"04000","Arizona","10","    Utilities",6399.8,6720.3,6838.8,6861.5,7096.0
"04000","Arizona","11","    Construction",11663.6,13001.0,14835.1,16877.9,18551.9
"04000","Arizona","12","    Manufacturing",25791.0,26407.8,26802.4,29078.2,30969.6
"04000","Arizona","13","      Durable goods manufacturing",21341.4,21852.8,22238.3,24130.8,25651.7
