county,Month,Year,Med_Tax_Rev,Rec_Tax_Rev,Med_RemainderOfState_Counties,Rec_RemainderOfState_Counties,Med_Blank_Code,Rec_Blank_Code,ID
Costilla,12,2019,,,,,,,122019Costilla
Grand,12,2019,,,,,NR,,122019Grand
Rio Grande,12,2019,,,,,,,122019Rio Grande
San Juan,12,2019,,,,,,,122019San Juan
Clear Creek,12,2019,,,,,NR,,122019Clear Creek
Montrose,12,2019,,,,,NR,,122019Montrose
Yuma,12,2019,,,,,,,122019Yuma
Delta,12,2019,,,,,NR,,122019Delta
La Plata,12,2019,,,,,NR,,122019La Plata
Larimer,12,2019,27848,,,,,,122019Larimer
Boulder,12,2019,34197,,,,,,122019Boulder
Routt,12,2019,4351,,,,,,122019Routt
Baca,12,2019,,,,,,,122019Baca
Alamosa,12,2019,,,,,NR,,122019Alamosa
Jefferson,12,2019,37553,,,,,,122019Jefferson
Kiowa,12,2019,,,,,,,122019Kiowa
Sum of NR Counties,12,2019,23352,,,,,,122019Sum of NR Counties
Archuleta,12,2019,,,,,,,122019Archuleta
Bent,12,2019,,,,,,,122019Bent
Weld,12,2019,8821,,,,,,122019Weld
Elbert,12,2019,,,,,,,122019Elbert
Pitkin,12,2019,,,,,NR,,122019Pitkin
Eagle,12,2019,2494,,,,,,122019Eagle
Conejos,12,2019,,,,,,,122019Conejos
Arapahoe,12,2019,22680,,,,,,122019Arapahoe
Custer,12,2019,,,,,,,122019Custer
Mineral,12,2019,,,,,,,122019Mineral
San Miguel,12,2019,,,,,NR,,122019San Miguel
Lake,12,2019,,,,,,,122019Lake
Hinsdale,12,2019,,,,,,,122019Hinsdale
Chaffee,12,2019,,,,,NR,,122019Chaffee
Dolores,12,2019,,,,,,,122019Dolores
Phillips,12,2019,,,,,,,122019Phillips
Adams,12,2019,19222,,,,,,122019Adams
Sedgwick,12,2019,,,,,NR,,122019Sedgwick
Larimer,1,2020,22888,,,,,,12020Larimer
Sum of NR Counties,1,2020,25519,,,,,,12020Sum of NR Counties
Garfield,1,2020,4081,,,,,,12020Garfield
Adams,1,2020,19848,,,,,,12020Adams
Las Animas,1,2020,762,,,,,,12020Las Animas
Weld,1,2020,8826,,,,,,12020Weld
Summit,1,2020,,,,,NR,,12020Summit
Denver,1,2020,332252,,,,,,12020Denver
Pueblo,1,2020,24781,,,,,,12020Pueblo
Arapahoe,1,2020,26176,,,,,,12020Arapahoe
Jefferson,1,2020,52654,,,,,,12020Jefferson
El Paso,1,2020,504474,,,,,,12020El Paso
Eagle,1,2020,3973,,,,,,12020Eagle
Routt,1,2020,4310,,,,,,12020Routt
Pitkin,1,2020,2048,,,,,,12020Pitkin
Boulder,1,2020,35498,,,,,,12020Boulder
Alamosa,2,2020,,,,,NR,,22020Alamosa
Costilla,2,2020,,,,,,,22020Costilla
San Juan,2,2020,,,,,,,22020San Juan
Larimer,2,2020,21136,,,,,,22020Larimer
Morgan,2,2020,,,,,NR,,22020Morgan
Clear Creek,2,2020,,,,,NR,,22020Clear Creek
Mineral,2,2020,,,,,,,22020Mineral
Routt,2,2020,4282,,,,,,22020Routt
Gilpin,2,2020,,,,,,,22020Gilpin
Montrose,2,2020,,,,,NR,,22020Montrose
San Miguel,2,2020,,,,,NR,,22020San Miguel
Garfield,2,2020,2051,,,,,,22020Garfield
Las Animas,2,2020,745,,,,,,22020Las Animas
Grand,2,2020,,,,,NR,,22020Grand
Logan,2,2020,,,,,,,22020Logan
Yuma,2,2020,,,,,,,22020Yuma
Lincoln,2,2020,,,,,,,22020Lincoln
Douglas,2,2020,,,,,,,22020Douglas
El Paso,2,2020,236843,,,,,,22020El Paso
Kit Carson,2,2020,,,,,,,22020Kit Carson
La Plata,2,2020,,,,,NR,,22020La Plata
Baca,2,2020,,,,,,,22020Baca
Jefferson,2,2020,37797,,,,,,22020Jefferson
Pitkin,2,2020,,,,,NR,,22020Pitkin
Hinsdale,2,2020,,,,,,,22020Hinsdale
Saguache,2,2020,,,,,,,22020Saguache
Delta,2,2020,,,,,NR,,22020Delta
Huerfano,2,2020,,,,,,,22020Huerfano
Bent,2,2020,,,,,,,22020Bent
Cheyenne,2,2020,,,,,,,22020Cheyenne
Custer,2,2020,,,,,,,22020Custer
Crowley,2,2020,,,,,,,22020Crowley
Otero,2,2020,,,,,NR,,22020Otero
Boulder,2,2020,31510,,,,,,22020Boulder
Denver,2,2020,315554,,,,,,22020Denver
Kiowa,2,2020,,,,,,,22020Kiowa
Phillips,2,2020,,,,,,,22020Phillips
Teller,2,2020,,,,,,,22020Teller
Jackson,2,2020,,,,,,,22020Jackson
Archuleta,2,2020,,,,,,,22020Archuleta
Eagle,2,2020,2955,,,,,,22020Eagle
Summit,2,2020,,,,,NR,,22020Summit
Moffat,2,2020,,,,,,,22020Moffat
Washington,2,2020,,,,,,,22020Washington
Ouray,2,2020,,,,,,,22020Ouray
Dolores,2,2020,,,,,,,22020Dolores
Montezuma,2,2020,,,,,NR,,22020Montezuma
Adams,2,2020,16934,,,,,,22020Adams
Fremont,2,2020,,,,,NR,,22020Fremont
Sedgwick,2,2020,,,,,NR,,22020Sedgwick
Arapahoe,2,2020,23241,,,,,,22020Arapahoe
Mesa,2,2020,,,,,NR,,22020Mesa
Rio Grande,2,2020,,,,,,,22020Rio Grande
Lake,2,2020,,,,,,,22020Lake
Chaffee,2,2020,,,,,NR,,22020Chaffee
Broomfield,2,2020,,,,,,,22020Broomfield
Elbert,2,2020,,,,,,,22020Elbert
Park,2,2020,,,,,NR,,22020Park
Rio Blanco,2,2020,,,,,,,22020Rio Blanco
Prowers,2,2020,,,,,,,22020Prowers
Conejos,2,2020,,,,,,,22020Conejos
Pueblo,2,2020,18012,,,,,,22020Pueblo
Gunnison,2,2020,,,,,,,22020Gunnison
Weld,2,2020,8031,,,,,,22020Weld
Sum of NR Counties,2,2020,23601,,,,,,22020Sum of NR Counties
Mesa,3,2020,,,,,NR,,32020Mesa
Morgan,3,2020,,,,,NR,,32020Morgan
Mineral,3,2020,,,,,,,32020Mineral
Archuleta,3,2020,,,,,,,32020Archuleta
Baca,3,2020,,,,,,,32020Baca
Broomfield,3,2020,,,,,,,32020Broomfield
Lincoln,3,2020,,,,,,,32020Lincoln
Yuma,3,2020,,,,,,,32020Yuma
Delta,3,2020,,,,,NR,,32020Delta
Montezuma,3,2020,,,,,NR,,32020Montezuma
Washington,3,2020,,,,,,,32020Washington
Dolores,3,2020,,,,,,,32020Dolores
Gilpin,3,2020,,,,,,,32020Gilpin
Pueblo,3,2020,21924,,,,,,32020Pueblo
Boulder,3,2020,34790,,,,,,32020Boulder
Summit,3,2020,,,,,NR,,32020Summit
Costilla,3,2020,,,,,,,32020Costilla
San Juan,3,2020,,,,,,,32020San Juan
Grand,3,2020,,,,,NR,,32020Grand
Rio Blanco,3,2020,,,,,,,32020Rio Blanco
Clear Creek,3,2020,,,,,,,32020Clear Creek
Teller,3,2020,,,,,,,32020Teller
Eagle,3,2020,2908,,,,,,32020Eagle
Alamosa,3,2020,,,,,NR,,32020Alamosa
Moffat,3,2020,,,,,NR,,32020Moffat
Phillips,3,2020,,,,,,,32020Phillips
Park,3,2020,,,,,NR,,32020Park
Jefferson,3,2020,37116,,,,,,32020Jefferson
Adams,3,2020,17012,,,,,,32020Adams
Conejos,3,2020,,,,,,,32020Conejos
Pitkin,3,2020,,,,,NR,,32020Pitkin
Rio Grande,3,2020,,,,,,,32020Rio Grande
Weld,3,2020,8066,,,,,,32020Weld
Ouray,3,2020,,,,,,,32020Ouray
Sedgwick,3,2020,,,,,NR,,32020Sedgwick
Elbert,3,2020,,,,,,,32020Elbert
Gunnison,3,2020,,,,,,,32020Gunnison
Las Animas,3,2020,695,,,,,,32020Las Animas
El Paso,3,2020,232258,,,,,,32020El Paso
Otero,3,2020,,,,,NR,,32020Otero
San Miguel,3,2020,,,,,NR,,32020San Miguel
Garfield,3,2020,3282,,,,,,32020Garfield
Douglas,3,2020,,,,,,,32020Douglas
Larimer,3,2020,19942,,,,,,32020Larimer
Cheyenne,3,2020,,,,,,,32020Cheyenne
Prowers,3,2020,,,,,,,32020Prowers
Lake,3,2020,,,,,,,32020Lake
Routt,3,2020,4016,,,,,,32020Routt
Denver,3,2020,309396,,,,,,32020Denver
Saguache,3,2020,,,,,,,32020Saguache
Jackson,3,2020,,,,,,,32020Jackson
Kiowa,3,2020,,,,,,,32020Kiowa
Montrose,3,2020,,,,,NR,,32020Montrose
Custer,3,2020,,,,,,,32020Custer
Crowley,3,2020,,,,,,,32020Crowley
Bent,3,2020,,,,,,,32020Bent
Kit Carson,3,2020,,,,,,,32020Kit Carson
Logan,3,2020,,,,,,,32020Logan
Chaffee,3,2020,,,,,NR,,32020Chaffee
Fremont,3,2020,,,,,NR,,32020Fremont
Sum of NR Counties,3,2020,26182,,,,,,32020Sum of NR Counties
Huerfano,3,2020,,,,,,,32020Huerfano
Arapahoe,3,2020,20673,,,,,,32020Arapahoe
La Plata,3,2020,,,,,NR,,32020La Plata
Hinsdale,3,2020,,,,,,,32020Hinsdale
Pueblo,4,2020,28831,,,,,,42020Pueblo
Gunnison,4,2020,,,,,,,42020Gunnison
Hinsdale,4,2020,,,,,,,42020Hinsdale
Pitkin,4,2020,,,,,NR,,42020Pitkin
Jackson,4,2020,,,,,,,42020Jackson
Custer,4,2020,,,,,,,42020Custer
Huerfano,4,2020,,,,,,,42020Huerfano
Montezuma,4,2020,,,,,NR,,42020Montezuma
Rio Grande,4,2020,,,,,,,42020Rio Grande
Las Animas,4,2020,,,,,NR,,42020Las Animas
Bent,4,2020,,,,,,,42020Bent
Garfield,4,2020,,,,,NR,,42020Garfield
Larimer,4,2020,20020,,,,,,42020Larimer
Mineral,4,2020,,,,,,,42020Mineral
Gilpin,4,2020,,,,,,,42020Gilpin
Weld,4,2020,,,,,NR,,42020Weld
Sedgwick,4,2020,,,,,NR,,42020Sedgwick
Montrose,4,2020,,,,,NR,,42020Montrose
Chaffee,4,2020,,,,,NR,,42020Chaffee
Washington,4,2020,,,,,,,42020Washington
Rio Blanco,4,2020,,,,,,,42020Rio Blanco
Kiowa,4,2020,,,,,,,42020Kiowa
San Miguel,4,2020,,,,,NR,,42020San Miguel
Baca,4,2020,,,,,,,42020Baca
Saguache,4,2020,,,,,,,42020Saguache
Morgan,4,2020,,,,,NR,,42020Morgan
Clear Creek,4,2020,,,,,NR,,42020Clear Creek
Park,4,2020,,,,,NR,,42020Park
Cheyenne,4,2020,,,,,,,42020Cheyenne
Alamosa,4,2020,,,,,NR,,42020Alamosa
Sum of NR Counties,4,2020,37268,,,,,,42020Sum of NR Counties
Moffat,4,2020,,,,,NR,,42020Moffat
Crowley,4,2020,,,,,,,42020Crowley
Adams,4,2020,19289,,,,,,42020Adams
Ouray,4,2020,,,,,,,42020Ouray
Arapahoe,4,2020,24869,,,,,,42020Arapahoe
Jefferson,4,2020,36799,,,,,,42020Jefferson
Logan,4,2020,,,,,,,42020Logan
Costilla,4,2020,,,,,,,42020Costilla
Dolores,4,2020,,,,,,,42020Dolores
Grand,4,2020,,,,,NR,,42020Grand
Teller,4,2020,,,,,,,42020Teller
Douglas,4,2020,,,,,,,42020Douglas
Prowers,4,2020,,,,,,,42020Prowers
Broomfield,4,2020,,,,,,,42020Broomfield
Kit Carson,4,2020,,,,,,,42020Kit Carson
Boulder,4,2020,17303,,,,,,42020Boulder
Denver,4,2020,349663,,,,,,42020Denver
Mesa,4,2020,,,,,NR,,42020Mesa
Phillips,4,2020,,,,,,,42020Phillips
Fremont,4,2020,,,,,NR,,42020Fremont
Summit,4,2020,,,,,NR,,42020Summit
Conejos,4,2020,,,,,,,42020Conejos
Eagle,4,2020,,,,,NR,,42020Eagle
Lincoln,4,2020,,,,,,,42020Lincoln
La Plata,4,2020,,,,,NR,,42020La Plata
San Juan,4,2020,,,,,,,42020San Juan
Delta,4,2020,,,,,NR,,42020Delta
Yuma,4,2020,,,,,,,42020Yuma
Archuleta,4,2020,,,,,,,42020Archuleta
Elbert,4,2020,,,,,,,42020Elbert
Routt,4,2020,,,,,NR,,42020Routt
Otero,4,2020,,,,,NR,,42020Otero
Lake,4,2020,,,,,,,42020Lake
El Paso,4,2020,283705,,,,,,42020El Paso
Prowers,5,2020,,,,,,,52020Prowers
Adams,5,2020,25630,,,,,,52020Adams
Archuleta,5,2020,,,,,,,52020Archuleta
Bent,5,2020,,,,,,,52020Bent
Custer,5,2020,,,,,,,52020Custer
Jackson,5,2020,,,,,,,52020Jackson
Park,5,2020,,,,,NR,,52020Park
Douglas,5,2020,,,,,,,52020Douglas
Jefferson,5,2020,50664,,,,,,52020Jefferson
Montrose,5,2020,,,,,NR,,52020Montrose
La Plata,5,2020,,,,,NR,,52020La Plata
Logan,5,2020,,,,,,,52020Logan
Crowley,5,2020,,,,,,,52020Crowley
Alamosa,5,2020,,,,,NR,,52020Alamosa
Montezuma,5,2020,,,,,NR,,52020Montezuma
Chaffee,5,2020,,,,,NR,,52020Chaffee
Gunnison,5,2020,,,,,,,52020Gunnison
Otero,5,2020,,,,,NR,,52020Otero
Lincoln,5,2020,,,,,,,52020Lincoln
Washington,5,2020,,,,,,,52020Washington
Yuma,5,2020,,,,,,,52020Yuma
Pitkin,5,2020,,,,,NR,,52020Pitkin
Hinsdale,5,2020,,,,,,,52020Hinsdale
Grand,5,2020,,,,,NR,,52020Grand
San Miguel,5,2020,,,,,NR,,52020San Miguel
San Juan,5,2020,,,,,,,52020San Juan
Eagle,5,2020,5932,,,,,,52020Eagle
Weld,5,2020,15115,,,,,,52020Weld
Lake,5,2020,,,,,,,52020Lake
Mesa,5,2020,,,,,NR,,52020Mesa
Cheyenne,5,2020,,,,,,,52020Cheyenne
El Paso,5,2020,362281,,,,,,52020El Paso
Fremont,5,2020,,,,,NR,,52020Fremont
Las Animas,5,2020,1383,,,,,,52020Las Animas
Pueblo,5,2020,43256,,,,,,52020Pueblo
Dolores,5,2020,,,,,,,52020Dolores
Sedgwick,5,2020,,,,,NR,,52020Sedgwick
Denver,5,2020,479846,,,,,,52020Denver
Clear Creek,5,2020,,,,,,,52020Clear Creek
Rio Blanco,5,2020,,,,,,,52020Rio Blanco
Morgan,5,2020,,,,,NR,,52020Morgan
Phillips,5,2020,,,,,,,52020Phillips
Ouray,5,2020,,,,,,,52020Ouray
Kiowa,5,2020,,,,,,,52020Kiowa
Teller,5,2020,,,,,,,52020Teller
Conejos,5,2020,,,,,,,52020Conejos
Larimer,5,2020,30226,,,,,,52020Larimer
Sum of NR Counties,5,2020,42994,,,,,,52020Sum of NR Counties
Gilpin,5,2020,,,,,,,52020Gilpin
Mineral,5,2020,,,,,,,52020Mineral
Costilla,5,2020,,,,,,,52020Costilla
Baca,5,2020,,,,,,,52020Baca
Garfield,5,2020,5993,,,,,,52020Garfield
Routt,5,2020,4554,,,,,,52020Routt
Rio Grande,5,2020,,,,,,,52020Rio Grande
Moffat,5,2020,,,,,NR,,52020Moffat
Elbert,5,2020,,,,,,,52020Elbert
Huerfano,5,2020,,,,,,,52020Huerfano
Boulder,5,2020,39652,,,,,,52020Boulder
Broomfield,5,2020,,,,,,,52020Broomfield
Summit,5,2020,,,,,NR,,52020Summit
Saguache,5,2020,,,,,NR,,52020Saguache
Arapahoe,5,2020,33104,,,,,,52020Arapahoe
Kit Carson,5,2020,,,,,,,52020Kit Carson
Delta,5,2020,,,,,NR,,52020Delta
El Paso,6,2020,393800,,,,,,62020El Paso
Costilla,6,2020,,,,,,,62020Costilla
La Plata,6,2020,,,,,NR,,62020La Plata
Washington,6,2020,,,,,,,62020Washington
Sum of NR Counties,6,2020,38295,,,,,,62020Sum of NR Counties
Broomfield,6,2020,,,,,,,62020Broomfield
Gilpin,6,2020,,,,,,,62020Gilpin
Lake,6,2020,,,,,,,62020Lake
Baca,6,2020,,,,,,,62020Baca
Fremont,6,2020,,,,,NR,,62020Fremont
Sedgwick,6,2020,,,,,NR,,62020Sedgwick
Arapahoe,6,2020,30550,,,,,,62020Arapahoe
Mesa,6,2020,,,,,NR,,62020Mesa
Teller,6,2020,,,,,,,62020Teller
Otero,6,2020,,,,,NR,,62020Otero
Huerfano,6,2020,,,,,,,62020Huerfano
Rio Blanco,6,2020,,,,,,,62020Rio Blanco
Kit Carson,6,2020,,,,,,,62020Kit Carson
Summit,6,2020,,,,,NR,,62020Summit
Denver,6,2020,524216,,,,,,62020Denver
San Miguel,6,2020,,,,,NR,,62020San Miguel
Weld,6,2020,10677,,,,,,62020Weld
Morgan,6,2020,,,,,NR,,62020Morgan
Larimer,6,2020,24314,,,,,,62020Larimer
Elbert,6,2020,,,,,,,62020Elbert
Jefferson,6,2020,46958,,,,,,62020Jefferson
Routt,6,2020,5583,,,,,,62020Routt
Conejos,6,2020,,,,,,,62020Conejos
Douglas,6,2020,,,,,,,62020Douglas
Montezuma,6,2020,,,,,NR,,62020Montezuma
Las Animas,6,2020,1313,,,,,,62020Las Animas
Rio Grande,6,2020,,,,,,,62020Rio Grande
Clear Creek,6,2020,,,,,,,62020Clear Creek
Delta,6,2020,,,,,NR,,62020Delta
Lincoln,6,2020,,,,,,,62020Lincoln
Gunnison,6,2020,,,,,,,62020Gunnison
Park,6,2020,,,,,NR,,62020Park
Boulder,6,2020,32503,,,,,,62020Boulder
Phillips,6,2020,,,,,,,62020Phillips
Cheyenne,6,2020,,,,,,,62020Cheyenne
San Juan,6,2020,,,,,,,62020San Juan
Saguache,6,2020,,,,,NR,,62020Saguache
Chaffee,6,2020,,,,,NR,,62020Chaffee
Crowley,6,2020,,,,,,,62020Crowley
Ouray,6,2020,,,,,,,62020Ouray
Mineral,6,2020,,,,,,,62020Mineral
Eagle,6,2020,1878,,,,,,62020Eagle
Montrose,6,2020,,,,,NR,,62020Montrose
Kiowa,6,2020,,,,,,,62020Kiowa
Pitkin,6,2020,,,,,NR,,62020Pitkin
Bent,6,2020,,,,,,,62020Bent
Logan,6,2020,,,,,,,62020Logan
Grand,6,2020,,,,,NR,,62020Grand
Prowers,6,2020,,,,,,,62020Prowers
Hinsdale,6,2020,,,,,,,62020Hinsdale
Alamosa,6,2020,,,,,NR,,62020Alamosa
Adams,6,2020,31208,,,,,,62020Adams
Garfield,6,2020,3610,,,,,,62020Garfield
Custer,6,2020,,,,,,,62020Custer
Yuma,6,2020,,,,,,,62020Yuma
Moffat,6,2020,,,,,NR,,62020Moffat
Pueblo,6,2020,35973,,,,,,62020Pueblo
Dolores,6,2020,,,,,,,62020Dolores
Jackson,6,2020,,,,,,,62020Jackson
Archuleta,6,2020,,,,,,,62020Archuleta
Conejos,7,2020,,,,,,,72020Conejos
Mesa,7,2020,,,,,NR,,72020Mesa
Boulder,7,2020,47951,,,,,,72020Boulder
Huerfano,7,2020,,,,,,,72020Huerfano
Eagle,7,2020,5799,,,,,,72020Eagle
Gilpin,7,2020,,,,,,,72020Gilpin
Montezuma,7,2020,,,,,NR,,72020Montezuma
Lake,7,2020,,,,,,,72020Lake
Mineral,7,2020,,,,,,,72020Mineral
Yuma,7,2020,,,,,,,72020Yuma
Teller,7,2020,,,,,,,72020Teller
Adams,7,2020,22383,,,,,,72020Adams
Elbert,7,2020,,,,,,,72020Elbert
Logan,7,2020,,,,,,,72020Logan
Otero,7,2020,,,,,NR,,72020Otero
Ouray,7,2020,,,,,,,72020Ouray
Delta,7,2020,,,,,NR,,72020Delta
Chaffee,7,2020,,,,,NR,,72020Chaffee
Alamosa,7,2020,,,,,NR,,72020Alamosa
Rio Grande,7,2020,,,,,,,72020Rio Grande
Jefferson,7,2020,45996,,,,,,72020Jefferson
San Miguel,7,2020,,,,,NR,,72020San Miguel
Clear Creek,7,2020,,,,,,,72020Clear Creek
El Paso,7,2020,431001,,,,,,72020El Paso
Rio Blanco,7,2020,,,,,,,72020Rio Blanco
Saguache,7,2020,,,,,NR,,72020Saguache
Sum of NR Counties,7,2020,31787,,,,,,72020Sum of NR Counties
Las Animas,7,2020,1337,,,,,,72020Las Animas
Routt,7,2020,4418,,,,,,72020Routt
Cheyenne,7,2020,,,,,,,72020Cheyenne
Bent,7,2020,,,,,,,72020Bent
Broomfield,7,2020,,,,,,,72020Broomfield
Pueblo,7,2020,34071,,,,,,72020Pueblo
Kit Carson,7,2020,,,,,,,72020Kit Carson
Phillips,7,2020,,,,,,,72020Phillips
Morgan,7,2020,,,,,NR,,72020Morgan
Arapahoe,7,2020,29706,,,,,,72020Arapahoe
San Juan,7,2020,,,,,,,72020San Juan
Costilla,7,2020,,,,,,,72020Costilla
Weld,7,2020,10341,,,,,,72020Weld
Summit,7,2020,,,,,NR,,72020Summit
Larimer,7,2020,20742,,,,,,72020Larimer
Gunnison,7,2020,,,,,,,72020Gunnison
Sedgwick,7,2020,,,,,NR,,72020Sedgwick
Kiowa,7,2020,,,,,,,72020Kiowa
Garfield,7,2020,3398,,,,,,72020Garfield
Montrose,7,2020,,,,,NR,,72020Montrose
Custer,7,2020,,,,,,,72020Custer
Baca,7,2020,,,,,,,72020Baca
Prowers,7,2020,,,,,,,72020Prowers
Hinsdale,7,2020,,,,,,,72020Hinsdale
Grand,7,2020,,,,,NR,,72020Grand
Moffat,7,2020,,,,,NR,,72020Moffat
Crowley,7,2020,,,,,,,72020Crowley
Lincoln,7,2020,,,,,,,72020Lincoln
Pitkin,7,2020,,,,,NR,,72020Pitkin
Park,7,2020,,,,,NR,,72020Park
Douglas,7,2020,,,,,,,72020Douglas
Washington,7,2020,,,,,,,72020Washington
Denver,7,2020,532348,,,,,,72020Denver
La Plata,7,2020,,,,,NR,,72020La Plata
Archuleta,7,2020,,,,,,,72020Archuleta
Fremont,7,2020,8732,,,,,,72020Fremont
Jackson,7,2020,,,,,,,72020Jackson
Dolores,7,2020,,,,,,,72020Dolores
Yuma,8,2020,,,,,,,82020Yuma
Otero,8,2020,,,,,NR,,82020Otero
Sedgwick,8,2020,,,,,,,82020Sedgwick
Gunnison,8,2020,,,,,,,82020Gunnison
Fremont,8,2020,,,,,NR,,82020Fremont
Larimer,8,2020,22638,,,,,,82020Larimer
Huerfano,8,2020,,,,,,,82020Huerfano
Conejos,8,2020,,,,,,,82020Conejos
Archuleta,8,2020,,,,,,,82020Archuleta
Lake,8,2020,,,,,,,82020Lake
Broomfield,8,2020,,,,,,,82020Broomfield
Delta,8,2020,,,,,NR,,82020Delta
Pitkin,8,2020,,,,,NR,,82020Pitkin
Boulder,8,2020,33222,,,,,,82020Boulder
Logan,8,2020,,,,,,,82020Logan
Kit Carson,8,2020,,,,,,,82020Kit Carson
Lincoln,8,2020,,,,,,,82020Lincoln
Las Animas,8,2020,1076,,,,,,82020Las Animas
Kiowa,8,2020,,,,,,,82020Kiowa
El Paso,8,2020,435832,,,,,,82020El Paso
Summit,8,2020,,,,,NR,,82020Summit
Prowers,8,2020,,,,,,,82020Prowers
Park,8,2020,,,,,NR,,82020Park
Moffat,8,2020,,,,,NR,,82020Moffat
Crowley,8,2020,,,,,,,82020Crowley
Pueblo,8,2020,26425,,,,,,82020Pueblo
Eagle,8,2020,3579,,,,,,82020Eagle
Gilpin,8,2020,,,,,,,82020Gilpin
Cheyenne,8,2020,,,,,,,82020Cheyenne
Baca,8,2020,,,,,,,82020Baca
Grand,8,2020,,,,,NR,,82020Grand
Teller,8,2020,,,,,,,82020Teller
Mesa,8,2020,,,,,NR,,82020Mesa
Alamosa,8,2020,,,,,NR,,82020Alamosa
Costilla,8,2020,,,,,,,82020Costilla
Montezuma,8,2020,,,,,NR,,82020Montezuma
Jackson,8,2020,,,,,,,82020Jackson
Custer,8,2020,,,,,,,82020Custer
Sum of NR Counties,8,2020,41759,,,,,,82020Sum of NR Counties
Bent,8,2020,,,,,,,82020Bent
Weld,8,2020,10226,,,,,,82020Weld
Adams,8,2020,,,,,,,82020Adams
Routt,8,2020,,,,,NR,,82020Routt
San Miguel,8,2020,,,,,NR,,82020San Miguel
Elbert,8,2020,,,,,,,82020Elbert
Montrose,8,2020,,,,,NR,,82020Montrose
Arapahoe,8,2020,33150,,,,,,82020Arapahoe
Morgan,8,2020,,,,,NR,,82020Morgan
Washington,8,2020,,,,,,,82020Washington
Chaffee,8,2020,,,,,NR,,82020Chaffee
Clear Creek,8,2020,,,,,,,82020Clear Creek
Hinsdale,8,2020,,,,,,,82020Hinsdale
Saguache,8,2020,,,,,NR,,82020Saguache
San Juan,8,2020,,,,,,,82020San Juan
La Plata,8,2020,,,,,NR,,82020La Plata
Dolores,8,2020,,,,,,,82020Dolores
Douglas,8,2020,,,,,,,82020Douglas
Jefferson,8,2020,52744,,,,,,82020Jefferson
Ouray,8,2020,,,,,,,82020Ouray
Denver,8,2020,580148,,,,,,82020Denver
Mineral,8,2020,,,,,,,82020Mineral
Garfield,8,2020,3435,,,,,,82020Garfield
Rio Grande,8,2020,,,,,,,82020Rio Grande
Phillips,8,2020,,,,,,,82020Phillips
Rio Blanco,8,2020,,,,,,,82020Rio Blanco
Moffat,9,2020,,,,,NR,,92020Moffat
Summit,9,2020,,,,,NR,,92020Summit
Routt,9,2020,5830,,,,,,92020Routt
Prowers,9,2020,,,,,,,92020Prowers
Weld,9,2020,10265,,,,,,92020Weld
Larimer,9,2020,21216,,,,,,92020Larimer
San Miguel,9,2020,,,,,NR,,92020San Miguel
Pitkin,9,2020,,,,,NR,,92020Pitkin
Gunnison,9,2020,,,,,,,92020Gunnison
Delta,9,2020,,,,,NR,,92020Delta
Archuleta,9,2020,,,,,,,92020Archuleta
Jackson,9,2020,,,,,,,92020Jackson
Kiowa,9,2020,,,,,,,92020Kiowa
Montrose,9,2020,,,,,NR,,92020Montrose
Boulder,9,2020,37174,,,,,,92020Boulder
Costilla,9,2020,,,,,,,92020Costilla
Gilpin,9,2020,,,,,,,92020Gilpin
Montezuma,9,2020,,,,,NR,,92020Montezuma
Grand,9,2020,,,,,NR,,92020Grand
Washington,9,2020,,,,,,,92020Washington
Baca,9,2020,,,,,,,92020Baca
Denver,9,2020,522761,,,,,,92020Denver
Otero,9,2020,,,,,NR,,92020Otero
Arapahoe,9,2020,31253,,,,,,92020Arapahoe
Cheyenne,9,2020,,,,,,,92020Cheyenne
Lincoln,9,2020,,,,,,,92020Lincoln
El Paso,9,2020,410098,,,,,,92020El Paso
Logan,9,2020,,,,,,,92020Logan
Adams,9,2020,,,,,,,92020Adams
Douglas,9,2020,,,,,,,92020Douglas
Kit Carson,9,2020,,,,,,,92020Kit Carson
Broomfield,9,2020,,,,,,,92020Broomfield
Crowley,9,2020,,,,,,,92020Crowley
Morgan,9,2020,,,,,NR,,92020Morgan
Mineral,9,2020,,,,,,,92020Mineral
Huerfano,9,2020,,,,,,,92020Huerfano
Rio Blanco,9,2020,,,,,,,92020Rio Blanco
Sedgwick,9,2020,,,,,,,92020Sedgwick
Pueblo,9,2020,22057,,,,,,92020Pueblo
San Juan,9,2020,,,,,,,92020San Juan
Phillips,9,2020,,,,,,,92020Phillips
Alamosa,9,2020,,,,,NR,,92020Alamosa
Saguache,9,2020,,,,,NR,,92020Saguache
Park,9,2020,,,,,NR,,92020Park
Fremont,9,2020,,,,,NR,,92020Fremont
Teller,9,2020,,,,,,,92020Teller
Eagle,9,2020,3484,,,,,,92020Eagle
Ouray,9,2020,,,,,,,92020Ouray
Elbert,9,2020,,,,,,,92020Elbert
Mesa,9,2020,,,,,NR,,92020Mesa
Lake,9,2020,,,,,,,92020Lake
Dolores,9,2020,,,,,,,92020Dolores
Conejos,9,2020,,,,,,,92020Conejos
Sum of NR Counties,9,2020,36439,,,,,,92020Sum of NR Counties
Rio Grande,9,2020,,,,,,,92020Rio Grande
Hinsdale,9,2020,,,,,,,92020Hinsdale
Garfield,9,2020,3134,,,,,,92020Garfield
Yuma,9,2020,,,,,,,92020Yuma
La Plata,9,2020,,,,,NR,,92020La Plata
